Collision Id,Report Number,Report Version,Is Preliminary,NCIC Code,Crash Date Time,Crash Time Description,Beat,City Id,City Code,City Name,County Code,City Is Active,City Is Incorporated,Collision Type Code,Collision Type Description,Collision Type Other Desc,Day Of Week,DispatchNotified,HasPhotographs,HitRun,IsAttachmentsMailed,IsDeleted,IsHighwayRelated,IsTowAway,JudicialDistrict,MotorVehicleInvolvedWithCode,MotorVehicleInvolvedWithDesc,MotorVehicleInvolvedWithOtherDesc,NumberInjured,NumberKilled,Weather 1,Weather 2,Road Condition 1,Road Condition 2,Special Condition,LightingCode,LightingDescription,Latitude,Longitude,MilepostDirection,MilepostDistance,MilepostMarker,MilepostUnitOfMeasure,PedestrianActionCode,PedestrianActionDesc,PreparedDate,Primary Collision Factor Code,Primary Collision Factor Violation,PrimaryCollisionFactorIsCited,PrimaryCollisionPartyNumber,PrimaryRoad,ReportingDistrict,ReportingDistrictCode,ReviewedDate,RoadwaySurfaceCode,SecondaryDirection,SecondaryDistance,SecondaryRoad,SecondaryUnitOfMeasure,SketchDesc,TrafficControlDeviceCode,CreatedDate,ModifiedDate,IsCountyRoad,IsFreeway,CHP555Version,IsAdditonalObjectStruck,NotificationDate,NotificationTimeDescription,HasDigitalMediaFiles,EvidenceNumber,IsLocationReferToNarrative,IsAOIOneSameAsLocation
2597989,220311207,2,False,3801,5/12/2022 5:20:00 PM,1720,B2,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Thursday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,,,,D,,,,FOLSOM ST,SOUTH,,,A,,,5TH ST,,,A,7/24/2024 4:46:06 PM,1/28/2025 3:35:47 PM,,,3,,,,,,,
2597984,220287915,2,False,3801,5/2/2022 8:25:00 PM,2025,B4,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Monday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,C,DARK-STREET LIGHTS,,,,,,,D,CROSSING - NOT IN CROSSWALK,,A,21955,,1,MARKET ST,SOUTH,,,A,E,114,OCTAVIA ST,F,,A,7/24/2024 4:46:05 PM,1/28/2025 3:35:47 PM,,,3,,,,,,,
2597978,220313065,2,False,3801,5/13/2022 3:30:00 PM,1530,3I16D,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Friday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,D,CROSSING - NOT IN CROSSWALK,,A,21453D,,1,OCEAN AV,TARAV,,,A,W,25,FAXON AV,F,,A,7/24/2024 4:46:05 PM,1/28/2025 3:35:46 PM,,,2,,,,,,,
2597973,220314085,2,False,3801,5/14/2022 1:29:00 AM,0129,3H11E,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Saturday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,C,DARK-STREET LIGHTS,,,,,,,D,CROSSING - NOT IN CROSSWALK,,A,21954A,,1,MISSION ST,INGLE,,,A,,,MISSION ST 3170,,,D,7/24/2024 4:46:04 PM,1/28/2025 3:35:46 PM,,,2,,,,,,,
2597712,220887242,2,False,3801,12/28/2022 5:01:00 AM,0501,4B1C,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Wednesday,,,F,,False,False,False,,B,PEDESTRIAN,,0,1,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,E,DARK-STREET LIGHTS NOT FUNCTIONING*,,,,,,,E,IN ROAD - INCLUDES SHOULDER,,D,,,,BAY ST,TRAFF,,,A,W,8,MIDWAY ST,F,,D,7/24/2024 4:45:44 PM,1/28/2025 3:35:30 PM,,,2,,,,,,,
2597710,220882123,2,False,3801,12/25/2022 8:08:00 PM,2008,4B4F,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Sunday,,,F,,False,False,False,,B,PEDESTRIAN,,0,1,CLOUDY,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,C,DARK-STREET LIGHTS,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,21453A,,1,LARKIN ST,NORTH,,,A,,,EDDY ST,,,A,7/24/2024 4:45:44 PM,1/28/2025 3:35:30 PM,,,2,,,,,,,
2597645,220335081,2,False,3801,5/22/2022 4:32:00 PM,1632,4B3D,1227,3801,San Francisco,38,True,True,B,SIDE SWIPE,,Sunday,,,,,False,False,True,,C,OTHER MOTOR VEHICLE,,2,2,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,F,NOT IN ROAD,,A,22100A,,1,3RD ST,TRAFF,,,A,,,MISSION ST,,,A,7/24/2024 4:45:39 PM,1/28/2025 3:35:26 PM,,,2,,,,,,,
2597364,220010562,2,False,3801,1/5/2022 9:10:00 PM,2110,3E12E,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Wednesday,,,,,False,False,True,,B,PEDESTRIAN,,0,1,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,C,DARK-STREET LIGHTS,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,21456C,,1,GEARY BLVD,NORTH,,,A,W,1,LAGUNA ST,F,,A,7/24/2024 4:45:14 PM,1/28/2025 3:35:07 PM,,,2,,,,,,,
2609942,220055881,2,False,3801,1/25/2022 7:30:00 PM,1930,210007,1227,3801,San Francisco,38,True,True,E,HIT OBJECT,,Tuesday,,,M,,False,False,True,,I,FIXED OBJECT,,0,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,C,DARK-STREET LIGHTS,,,,,,,,,,A,23152A,,1,PIER 31,CENTR,,,A,,,JEFFERSON ST,,,D,7/25/2024 7:16:12 PM,1/28/2025 3:46:32 PM,,,2,,,,,,,
2609886,220067109,2,False,3801,1/30/2022 7:10:00 PM,1910,3D13D,1227,3801,San Francisco,38,True,True,,,,Sunday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,C,DARK-STREET LIGHTS,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,21950A,,1,GUERRERO ST,MISSI,,,A,,,22ND ST,,,A,7/25/2024 7:16:09 PM,1/28/2025 3:46:28 PM,,,2,,,,,,,
2609882,220070005,2,False,3801,1/31/2022 9:20:00 PM,2120,3CAR,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Monday,,,F,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,B,DUSK-DAWN,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,21950A,,1,PINE ST,NORTH,,,A,W,10,POLK ST,F,,A,7/25/2024 7:16:09 PM,1/28/2025 3:46:28 PM,,,2,,,,,,,
2609879,220067927,2,False,3801,1/31/2022 6:25:00 AM,0625,3F14A,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Monday,,,F,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,B,DUSK-DAWN,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,D,,,,11TH ST,PARK,,,A,,,MISSION ST,,,A,7/25/2024 7:16:09 PM,1/28/2025 3:46:28 PM,,,2,,,,,,,
2609878,220061678,2,False,3801,1/28/2022 8:33:00 AM,0833,3F13A,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Friday,,,F,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,E,IN ROAD - INCLUDES SHOULDER,,A,21806,,1,MCALLISTER,PARK,,,A,,,MCALLISTER 1833,,,A,7/25/2024 7:16:09 PM,1/28/2025 3:46:28 PM,,,2,,,,,,,
2609854,220055405,2,False,3801,1/25/2022 3:48:00 PM,1548,E5,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Tuesday,,,F,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,F,NOT IN ROAD,,A,22350,,1,MARINA BL,NORTH,,,A,E,10,FILLMORE ST,F,,D,7/25/2024 7:16:07 PM,1/28/2025 3:46:27 PM,,,2,,,,,,,
2609830,220076003,2,False,3801,2/3/2022 1:07:00 PM,1307,3I3,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Thursday,,,F,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,E,IN ROAD - INCLUDES SHOULDER,,A,22350,,1,GREAT HWY,TARAV,,,A,S,25,LINCOLN WY,F,,A,7/25/2024 7:16:06 PM,1/28/2025 3:46:25 PM,,,2,,,,,,,
2609828,220077976,2,False,3801,2/4/2022 8:16:00 AM,0816,3A3A,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Friday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,21950A,,1,LARKIN ST,CENTR,,,A,,,JACKSON ST,,,D,7/25/2024 7:16:06 PM,1/28/2025 3:46:25 PM,,,2,,,,,,,
2609827,220080612,2,False,3801,2/5/2022 9:34:00 AM,0934,3C60,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Saturday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,21950A,,1,PALOU AV,BAYVI,,,A,,,3RD ST,,,D,7/25/2024 7:16:06 PM,1/28/2025 3:46:24 PM,,,2,,,,,,,
2609823,220086961,2,False,3801,2/8/2022 6:34:00 AM,0634,B3,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Tuesday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,B,DUSK-DAWN,,,,,,,D,CROSSING - NOT IN CROSSWALK,,A,21955,,1,6TH ST,SOUTH,,,A,,,SHIPLEY ST,,,A,7/25/2024 7:16:05 PM,1/28/2025 3:46:24 PM,,,2,,,,,,,
2609822,220072512,2,False,3801,2/2/2022 8:30:00 AM,0830,3B14A,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Wednesday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,21950A,,1,9TH ST,SOUTH,,,A,,,MISSION ST,,,A,7/25/2024 7:16:05 PM,1/28/2025 3:46:24 PM,,,2,,,,,,,
2609819,220084517,2,False,3801,2/7/2022 7:20:00 AM,0720,,1227,3801,San Francisco,38,True,True,D,BROADSIDE,,Monday,,,,,False,False,True,,C,OTHER MOTOR VEHICLE,,2,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,22101D,,1,VAN NESS AV,NORTH,,,A,,,FELL ST,,,A,7/25/2024 7:16:05 PM,1/28/2025 3:46:24 PM,,,2,,,,,,,
2609815,220082806,2,False,3801,2/6/2022 10:43:00 AM,1043,3H15A,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Sunday,,,,,False,False,True,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,21950A,,1,PERSIA AV,INGLE,,,A,E,3,LISBON ST,F,,A,7/25/2024 7:16:05 PM,1/28/2025 3:46:24 PM,,,2,,,,,,,
2609810,220080913,2,False,3801,2/5/2022 12:15:00 PM,1215,3I15B,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Saturday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,21456,,1,19TH AV,TARAV,,,A,,,JUDAH ST,,,A,7/25/2024 7:16:05 PM,1/28/2025 3:46:23 PM,,,2,,,,,,,
2609805,220095417,2,False,3801,2/11/2022 1:50:00 PM,1350,3G12C,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Friday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,21950A,,1,ANZA ST,RICHM,,,A,E,17,PARK PRESIDIO BL,F,,A,7/25/2024 7:16:04 PM,1/28/2025 3:46:23 PM,,,2,,,,,,,
2609801,220091261,2,False,3801,2/9/2022 7:05:00 PM,1905,3D11D,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Wednesday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,C,DARK-STREET LIGHTS,,,,,,,E,IN ROAD - INCLUDES SHOULDER,,A,21950B,,1,VALENCIA ST,MISSI,,,A,S,192,18TH ST,F,,D,7/25/2024 7:16:04 PM,1/28/2025 3:46:23 PM,,,2,,,,,,,
2609800,220095019,2,False,3801,2/11/2022 11:20:00 AM,1120,3H16C,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Friday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,21950A,,1,PARIS ST,INGLE,,,A,S,7,GENEVA AV,F,,A,7/25/2024 7:16:04 PM,1/28/2025 3:46:23 PM,,,2,,,,,,,
2609799,220-091-750,2,False,3801,2/10/2022 12:00:00 AM,0000,6,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Thursday,,,F,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,C,DARK-STREET LIGHTS,,,,,,,D,CROSSING - NOT IN CROSSWALK,,A,21950B,,1,S VAN NESS AV,MISSI,,,A,,,13TH ST,,,A,7/25/2024 7:16:04 PM,1/28/2025 3:46:23 PM,,,2,,,,,,,
2609795,220082367,2,False,3801,2/6/2022 1:57:00 AM,0157,3H15E,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Sunday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,C,DARK-STREET LIGHTS,,,,,,,D,CROSSING - NOT IN CROSSWALK,,A,21955,,1,MISSION ST,INGLE,,,A,,,PRECITA ST,,,D,7/25/2024 7:16:04 PM,1/28/2025 3:46:22 PM,,,2,,,,,,,
2609792,220081284,2,False,3801,2/5/2022 3:31:00 PM,1531,3E13D,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Saturday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,22106,,1,FRANKLIN ST,NORTH,,,A,N,6,EDDY ST,F,,A,7/25/2024 7:16:04 PM,1/28/2025 3:46:22 PM,,,2,,,,,,,
2609787,220075447,2,False,3801,2/3/2022 8:31:00 AM,0831,1CAR,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Thursday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,21950A,,1,CORTLAND AV,INGLE,,,A,,,ELSIE ST,,,D,7/25/2024 7:16:03 PM,1/28/2025 3:46:22 PM,,,2,,,,,,,
2609781,220100925,2,False,3801,2/13/2022 8:49:00 PM,2049,3E12D,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Sunday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,C,DARK-STREET LIGHTS,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,21954A,,1,OAK ST,NORTH,,,A,E,6,LAGUNA ST,F,,A,7/25/2024 7:16:03 PM,1/28/2025 3:46:22 PM,,,2,,,,,,,
2608991,220056964,2,False,3801,1/26/2022 10:54:00 AM,1054,3H13A,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Wednesday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,21950A,,1,SILVER AV,INGLE,,,A,,,NAPLES ST,,,D,7/25/2024 7:15:21 PM,1/28/2025 3:45:32 PM,,,2,,,,,,,
2606446,220086466,2,False,3801,2/7/2022 12:00:00 PM,1200,3H13D,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Monday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,21950A,,1,CIRCULAR AV,INGLE,,,,,,BADEN ST,,,A,7/25/2024 7:13:06 PM,1/28/2025 3:42:41 PM,,,2,,,,,,,
2606443,220070986,2,False,3801,2/1/2022 1:39:00 PM,1339,3B4,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Tuesday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,D,CROSSING - NOT IN CROSSWALK,,A,21955,,1,8TH ST,SOUTH,,,A,N,37,NATOMA ST,F,,A,7/25/2024 7:13:06 PM,1/28/2025 3:42:41 PM,,,2,,,,,,,
2606382,220018663,2,False,3801,1/9/2022 6:20:00 PM,1820,G3,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Sunday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,C,DARK-STREET LIGHTS,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,21950A,,1,PARK PRESIDIO BL,RICHM,,,A,S,5,CLEMENT ST,F,,A,7/25/2024 7:13:03 PM,1/28/2025 3:42:36 PM,,,2,,,,,,,
