Collision Id,Report Number,Report Version,Is Preliminary,NCIC Code,Crash Date Time,Crash Time Description,Beat,City Id,City Code,City Name,County Code,City Is Active,City Is Incorporated,Collision Type Code,Collision Type Description,Collision Type Other Desc,Day Of Week,DispatchNotified,HasPhotographs,HitRun,IsAttachmentsMailed,IsDeleted,IsHighwayRelated,IsTowAway,JudicialDistrict,MotorVehicleInvolvedWithCode,MotorVehicleInvolvedWithDesc,MotorVehicleInvolvedWithOtherDesc,NumberInjured,NumberKilled,Weather 1,Weather 2,Road Condition 1,Road Condition 2,Special Condition,LightingCode,LightingDescription,Latitude,Longitude,MilepostDirection,MilepostDistance,MilepostMarker,MilepostUnitOfMeasure,PedestrianActionCode,PedestrianActionDesc,PreparedDate,Primary Collision Factor Code,Primary Collision Factor Violation,PrimaryCollisionFactorIsCited,PrimaryCollisionPartyNumber,PrimaryRoad,ReportingDistrict,ReportingDistrictCode,ReviewedDate,RoadwaySurfaceCode,SecondaryDirection,SecondaryDistance,SecondaryRoad,SecondaryUnitOfMeasure,SketchDesc,TrafficControlDeviceCode,CreatedDate,ModifiedDate,IsCountyRoad,IsFreeway,CHP555Version,IsAdditonalObjectStruck,NotificationDate,NotificationTimeDescription,HasDigitalMediaFiles,EvidenceNumber,IsLocationReferToNarrative,IsAOIOneSameAsLocation
1443713,9335-2021-00456,1,False,9335,3/30/2021 1:17:00 AM,0117,083,1227,3801,San Francisco,38,True,True,D,BROADSIDE,,Tuesday,Yes,True,,,False,True,True,San Francisco Super.,C,OTHER MOTOR VEHICLE,,1,0,CLEAR,,NO UNUSUAL CONDITIONS,,,C,DARK-STREET LIGHTS,37.787341,-122.389500,,,,,E,IN ROAD - INCLUDES SHOULDER,3/30/2021 12:00:00 AM,A,22350,False,3,I-80 E/B,,,4/6/2021 5:16:35 AM,A,E,280,Beale Street U/C,F,,D,4/6/2021 5:17:34 AM,4/6/2021 5:17:34 AM,,True,2,,,,,,,
1486094,9335-2021-10065,1,False,9335,5/20/2021 4:50:00 AM,0450,023,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Thursday,Yes,False,,,False,True,False,SAN FRANCISCO SUPERIOR COURT SAN FRANCISCO,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS,,,D,DARK-NO STREET LIGHTS,37.731300,-122.424900,,,,,E,IN ROAD - INCLUDES SHOULDER,5/20/2021 4:50:00 AM,A,VC 21954(a),False,,I-280 N/B,,,6/1/2021 12:00:00 AM,A,N,333,JUSTIN DR. O/C,F,,D,6/1/2021 6:49:19 AM,6/1/2021 6:49:19 AM,False,True,4,,,,,,,
1501151,9335-2021-10199,1,False,9335,6/11/2021 12:10:00 PM,1210,022,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Friday,Yes,False,,,False,True,False,SAN FRANCISCO SUPERIOR COURT SAN FRANCISCO,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,37.714825,-122.450285,,,,,D,CROSSING - NOT IN CROSSWALK,6/11/2021 12:10:00 PM,C,,,,I-280 N/B,,,6/20/2021 12:00:00 AM,A,N,610,FARALLONES ST PEDESTRIAN OVERCROSS,F,,D,6/20/2021 5:05:14 PM,6/20/2021 5:05:14 PM,False,True,4,True,,,,,,
1521793,9335-2021-00216,2,False,9335,2/16/2021 11:13:00 PM,2313,080,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Tuesday,Yes,True,F,,False,True,False,San Francisco Super.,B,PEDESTRIAN,,0,1,CLOUDY,,NO UNUSUAL CONDITIONS,,Fatal,D,DARK-NO STREET LIGHTS,37.783192,-122.395210,,,,,E,IN ROAD - INCLUDES SHOULDER,2/16/2021 12:00:00 AM,A,21954(a),False,2,I-80 E/B,,,7/16/2021 7:53:50 AM,A,W,200,2ND STREET,F,,D,7/16/2021 7:54:41 AM,7/21/2021 8:16:26 AM,,True,2,,,,,,,
1571970,9335-2021-10708,1,False,9335,8/28/2021 11:23:00 PM,2323,013,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Saturday,Yes,True,,,False,True,False,SAN FRANCISCO SUPERIOR COURT SAN FRANCISCO,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS,,,C,DARK-STREET LIGHTS,37.743729,-122.405659,,,,,E,IN ROAD - INCLUDES SHOULDER,8/28/2021 11:23:00 PM,C,,,,US-101 N/B,,,9/16/2021 12:00:00 AM,A,S,2,FAITH STREET PEDESTRIAN OVERCROSSING,F,,D,9/16/2021 9:48:10 AM,9/16/2021 9:48:10 AM,False,True,4,,,,,,,
1622118,9335-2021-11247,1,False,9335,11/2/2021 4:26:00 PM,1626,901,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Tuesday,Yes,False,,,False,False,False,SAN FRANCISCO SUPERIOR COURT HALL OF JUSTICE,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS,,School Bus Collision,A,DAYLIGHT,37.774197,-122.429107,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,11/2/2021 4:26:00 PM,A,VC 21950(a),False,1,WEBSTER ST.- 400 BLOCK,,,11/10/2021 12:00:00 AM,A,,,OAK ST.,,,A,11/10/2021 11:29:27 PM,11/10/2021 11:29:27 PM,False,False,4,,,,,,,
1661804,9335-2021-11243,1,False,9335,11/2/2021 3:02:00 AM,0302,013,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Tuesday,Yes,False,,,False,True,True,SAN FRANCISCO SUPERIOR COURT SAN FRANCISCO,B,PEDESTRIAN,,2,0,CLOUDY,,NO UNUSUAL CONDITIONS,,,C,DARK-STREET LIGHTS,37.742630,-122.406731,,,,,E,IN ROAD - INCLUDES SHOULDER,11/2/2021 3:02:00 AM,A,VC 21954(a),False,1,US-101 N/B,,,12/26/2021 12:00:00 AM,B,S,560,FAITH ST PEDESTRIAN O/C,F,,D,12/26/2021 8:28:31 AM,12/26/2021 8:28:31 AM,False,True,4,True,,,,,,
1686039,9350-2021-10908,1,False,9350,11/11/2021 5:53:00 PM,1753,120,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Thursday,Yes,False,,,False,True,True,San Francisco Superior Court San Francisco,C,OTHER MOTOR VEHICLE,,5,0,CLEAR,,OTHER* - #3 LANE CLOSURE,REDUCED ROADWAY WIDTH,,C,DARK-STREET LIGHTS,37.808050,-122.476360,,,,,E,IN ROAD - INCLUDES SHOULDER,11/11/2021 5:53:00 PM,A,VC 21658(A),False,1,US-101 N/B,,,1/26/2022 12:00:00 AM,A,N,345,GOLDEN GATE BRIDGE TOLL PLAZA,F,,A,1/26/2022 6:29:27 PM,1/26/2022 6:29:27 PM,False,True,4,False,,,,,,
2728042,210043288,2,False,3801,1/19/2021 8:31:00 PM,2031,,1227,3801,San Francisco,38,True,True,,,,Tuesday,,,,,False,False,False,,B,PEDESTRIAN,,0,1,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,C,DARK-STREET LIGHTS,,,,,,,,,,A,21950B,,1,24TH ST,,,,A,E,29,SAN JOSE AV,F,,D,7/26/2024 11:04:58 AM,1/29/2025 9:49:39 AM,,,2,,,,,,,
1788503,9335-2021-00462,2,False,9335,3/26/2021 4:51:00 AM,0451,013,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Friday,Yes,True,F,,False,True,False,San Francisco Super.,B,PEDESTRIAN,,0,1,CLEAR,,NO UNUSUAL CONDITIONS,,Fatal,D,DARK-NO STREET LIGHTS,37.736407,-122.403777,,,,,E,IN ROAD - INCLUDES SHOULDER,3/26/2021 12:00:00 AM,C,,,,US-101 NB TO I-280 NB,,,6/5/2022 3:22:57 PM,A,N,11,Elmira St,F,,D,6/5/2022 3:23:47 PM,8/25/2022 2:20:28 PM,,True,2,,,,,,,
