source_year,Collision Id,Report Number,Report Version,Is Preliminary,NCIC Code,Crash Date Time,Crash Time Description,Beat,City Id,City Code,City Name,County Code,City Is Active,City Is Incorporated,Collision Type Code,Collision Type Description,Collision Type Other Desc,Day Of Week,DispatchNotified,HasPhotographs,HitRun,IsAttachmentsMailed,IsDeleted,IsHighwayRelated,IsTowAway,JudicialDistrict,MotorVehicleInvolvedWithCode,MotorVehicleInvolvedWithDesc,MotorVehicleInvolvedWithOtherDesc,NumberInjured,NumberKilled,Weather 1,Weather 2,Road Condition 1,Road Condition 2,Special Condition,LightingCode,LightingDescription,Latitude,Longitude,MilepostDirection,MilepostDistance,MilepostMarker,MilepostUnitOfMeasure,PedestrianActionCode,PedestrianActionDesc,PreparedDate,Primary Collision Factor Code,Primary Collision Factor Violation,PrimaryCollisionFactorIsCited,PrimaryCollisionPartyNumber,PrimaryRoad,ReportingDistrict,ReportingDistrictCode,ReviewedDate,RoadwaySurfaceCode,SecondaryDirection,SecondaryDistance,SecondaryRoad,SecondaryUnitOfMeasure,SketchDesc,TrafficControlDeviceCode,CreatedDate,ModifiedDate,IsCountyRoad,IsFreeway,CHP555Version,IsAdditonalObjectStruck,NotificationDate,NotificationTimeDescription,HasDigitalMediaFiles,EvidenceNumber,IsLocationReferToNarrative,IsAOIOneSameAsLocation,_id
2022,2658489,220192869,2,False,3801,3/24/2022 6:45:00 AM,0645,3A14A,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Thursday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,21453A,,1,WASHINGTON ST,CENTR,,,A,,,EMBARCADERO N,,,A,7/25/2024 8:45:42 PM,1/28/2025 4:41:46 PM,,,2,,,,,,,,
2022,2658488,220174481,2,False,3801,3/16/2022 3:20:00 PM,1520,G3,1227,3801,San Francisco,38,True,True,D,BROADSIDE,,Wednesday,,,,,False,False,True,,C,OTHER MOTOR VEHICLE,,3,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,E,IN ROAD - INCLUDES SHOULDER,,A,22106,,1,8TH AV,RICHM,,,A,S,166,CLEMENT ST,F,,D,7/25/2024 8:45:42 PM,1/28/2025 4:41:46 PM,,,2,,,,,,,,
2022,2658438,220355584,2,False,3801,5/31/2022 10:43:00 AM,1043,3D14A,1227,3801,San Francisco,38,True,True,D,BROADSIDE,,Tuesday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,21950A,,1,26TH ST,MISSI,,,B,E,7,MISSION ST,F,,A,7/25/2024 8:45:36 PM,1/28/2025 4:41:43 PM,,,2,,,,,,,,
2022,2658348,220386084,2,False,3801,6/12/2022 9:57:00 PM,2157,B2,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Sunday,,,M,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,C,DARK-STREET LIGHTS,,,,,,,,,,A,21453A,,1,HARRISON ST,SOUTH,,,A,,,06TH ST,,,,7/25/2024 8:45:24 PM,1/28/2025 4:41:36 PM,,,2,,,,,,,,
2022,2658347,220371712,2,False,3801,6/6/2022 11:37:00 PM,2337,,1227,3801,San Francisco,38,True,True,E,HIT OBJECT,,Monday,,,F,,False,False,False,,J,OTHER OBJECT,,1,0,CLEAR,,CONSTRUCTION-REPAIR ZONE - CONSTRUCTION-REPAIR ZONE,,,C,DARK-STREET LIGHTS,,,,,,,,,,A,22350,,1,BRANNAN ST,SOUTH,,,A,,,DIVISION ST,,,A,7/25/2024 8:45:24 PM,1/28/2025 4:41:36 PM,,,2,,,,,,,,
2022,2658346,220391958,2,False,3801,6/15/2022 7:52:00 AM,0752,2,1227,3801,San Francisco,38,True,True,,,,Wednesday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,21950A,,1,NORIEGA ST,TARAV,,,A,,,21ST AV,,,A,7/25/2024 8:45:23 PM,1/28/2025 4:41:36 PM,,,2,,,,,,,,
2022,2658261,220368010,2,False,3801,6/5/2022 10:27:00 AM,1027,4B3H,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Sunday,,,F,,False,False,True,,B,PEDESTRIAN,,4,0,CLOUDY,RAINING,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,F,NOT IN ROAD,,A,21663,,1,PERSIA AV,TRAFF,,,B,E,195,LONDON ST,F,,A,7/25/2024 8:45:13 PM,1/28/2025 4:41:29 PM,,,2,,,,,,,,
2022,2658243,220378332,2,False,3801,6/9/2022 4:25:00 PM,1625,3E14D,1227,3801,San Francisco,38,True,True,D,BROADSIDE,,Thursday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,21950A,,1,LAGUNA ST,NORTH,,,A,,,PAGE ST,,,D,7/25/2024 8:45:10 PM,1/28/2025 4:41:28 PM,,,2,,,,,,,,
2022,2658241,220376154,2,False,3801,6/8/2022 5:22:00 PM,1722,3A12D,1227,3801,San Francisco,38,True,True,H,OTHER,,Wednesday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,D,CROSSING - NOT IN CROSSWALK,,A,22350A,,1,NEW MONTGOMERY ST,CENTR,,,A,W,44,STEVENSON ST,F,,D,7/25/2024 8:45:09 PM,1/28/2025 4:41:28 PM,,,2,,,,,,,,
2022,2658237,220369949,2,False,3801,6/6/2022 10:05:00 AM,1005,3CAR,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Monday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,21950A,,1,MISSION ST,INGLE,,,A,,,SILVER AV,,,A,7/25/2024 8:45:09 PM,1/28/2025 4:41:28 PM,,,2,,,,,,,,
2022,2657617,220702383,2,False,3801,10/12/2022 4:30:00 PM,1630,3C15D,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Wednesday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,21950B,,1,18TH ST,BAYVI,,,A,W,1,MISSION ST,F,,A,7/25/2024 8:43:50 PM,1/28/2025 4:40:45 PM,,,2,,,,,,,,
2022,2657600,220759594,2,False,3801,11/4/2022 12:43:00 PM,1243,BAYVIE,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Friday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,21950A,,1,PALOU AV,MISSI,,,A,E,10,3RD ST,F,,A,7/25/2024 8:43:48 PM,1/28/2025 4:40:44 PM,,,2,,,,,,,,
2022,2655067,220540995,2,False,3801,8/12/2022 8:13:00 PM,2013,3E90B,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Friday,,,,,False,True,True,,B,PEDESTRIAN,,0,1,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,21456C,,1,VAN NESS AV (RT-101),NORTH,,,A,N,138,MCALLISTER ST,F,,A,7/25/2024 8:38:41 PM,1/28/2025 4:37:47 PM,,,2,,,,,,,,
2022,2655063,220332736,2,False,3801,5/21/2022 3:48:00 PM,1548,4B3A,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Saturday,,,,,False,False,True,,B,PEDESTRIAN,,0,1,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,21950A,,1,FULTON ST,RICHM,,,A,E,13,37TH AV,F,,A,7/25/2024 8:38:41 PM,1/28/2025 4:37:47 PM,,,2,,,,,,,,
2022,2655055,220405894,2,False,3801,6/21/2022 4:36:00 AM,0436,4B2G,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Tuesday,,,F,,False,False,False,,B,PEDESTRIAN,,0,1,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,B,DUSK-DAWN,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,22350,,1,SOUTH VAN NESS,TRAFF,,,A,,,16TH ST,,,A,7/25/2024 8:38:40 PM,1/28/2025 4:37:46 PM,,,2,,,,,,,,
2022,2655052,220316439,2,False,3801,5/15/2022 1:36:00 AM,0136,4B103,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Sunday,,,F,,False,False,False,,B,PEDESTRIAN,,0,1,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,C,DARK-STREET LIGHTS,,,,,,,D,CROSSING - NOT IN CROSSWALK,,A,21954B,,1,ELLIS ST,TENDE,,,A,W,182,LEAVENWORTH ST,F,,D,7/25/2024 8:38:39 PM,1/28/2025 4:37:46 PM,,,2,,,,,,,,
2022,2651621,220022175,2,False,3801,1/11/2022 7:55:00 AM,0755,3I11A,1227,3801,San Francisco,38,True,True,,,,Tuesday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,E,IN ROAD - INCLUDES SHOULDER,,A,22106,,1,GARFIELD ST,TARAV,,,A,,,GARFIELD ST 401,,,D,7/25/2024 8:31:49 PM,1/28/2025 4:33:50 PM,,,2,,,,,,,,
2022,2651619,220021484,2,False,3801,1/10/2022 10:18:00 PM,2218,3J11E,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Monday,,,F,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,C,DARK-STREET LIGHTS,,,,,,,D,CROSSING - NOT IN CROSSWALK,,C,,,,HYDE ST,TENDE,,,A,N,60,EDDY ST,F,,A,7/25/2024 8:31:49 PM,1/28/2025 4:33:50 PM,,,2,,,,,,,,
2022,2651617,220026230,2,False,3801,1/12/2022 8:30:00 AM,0830,,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Wednesday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,21950,,1,AMAZON AV,MISSI,,,A,,,MISSION ST,,,D,7/25/2024 8:31:48 PM,1/28/2025 4:33:50 PM,,,2,,,,,,,,
2022,2651615,220014906,2,False,3801,1/7/2022 6:34:00 PM,1834,3F13D,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Friday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLOUDY,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,C,DARK-STREET LIGHTS,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,21453D,,1,OAK ST,PARK,,,A,,,COLE ST,,,A,7/25/2024 8:31:48 PM,1/28/2025 4:33:50 PM,,,2,,,,,,,,
2022,2650965,220168622,2,False,3801,3/14/2022 10:01:00 AM,1001,3J14A,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Monday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,21954A,,1,GOLDEN GATE AV,TENDE,,,A,,,LEAVENWORTH ST,,,A,7/25/2024 8:30:37 PM,1/28/2025 4:33:06 PM,,,2,,,,,,,,
2022,2650963,220201391,2,False,3801,3/27/2022 7:59:00 PM,1959,3D11D,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Sunday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,RAINING,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,C,DARK-STREET LIGHTS,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,21950A,,1,GUERRERO ST,MISSI,,,B,,,15TH ST,,,A,7/25/2024 8:30:37 PM,1/28/2025 4:33:06 PM,,,2,,,,,,,,
2022,2650962,220170097,2,False,3801,3/14/2022 8:00:00 PM,2000,3D2D,1227,3801,San Francisco,38,True,True,B,SIDE SWIPE,,Monday,,,F,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,B,DUSK-DAWN,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,22107,,1,GUERERO ST,MISSI,,,A,,,24TH ST,,,A,7/25/2024 8:30:37 PM,1/28/2025 4:33:05 PM,,,2,,,,,,,,
2022,2650959,220152669,2,False,3801,3/7/2022 3:17:00 PM,1517,3E77,1227,3801,San Francisco,38,True,True,B,SIDE SWIPE,,Monday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,21950,,1,RICHARDSON,NORTH,,,A,,,FRANCISCO ST,,,A,7/25/2024 8:30:36 PM,1/28/2025 4:33:05 PM,,,2,,,,,,,,
2022,2650655,220347309,2,False,3801,5/27/2022 3:12:00 PM,1512,1512,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Friday,,,,,False,False,False,,H,ANIMAL,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,21950A,,1,CHATTANOOGA ST,MISSI,,,A,,,23RD ST,,,A,7/25/2024 8:29:58 PM,1/28/2025 4:32:44 PM,,,2,,,,,,,,
2022,2650649,220346072,2,False,3801,5/27/2022 12:59:00 AM,0059,3E15E,1227,3801,San Francisco,38,True,True,A,HEAD-ON,,Friday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,C,DARK-STREET LIGHTS,,,,,,,D,CROSSING - NOT IN CROSSWALK,,A,21950B,,1,LOMBARD ST,NORTH,,,A,,,STEINER ST,,,A,7/25/2024 8:29:57 PM,1/28/2025 4:32:43 PM,,,2,,,,,,,,
2022,2650211,220279558,2,False,3801,4/29/2022 11:37:00 AM,1137,3H13A,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Friday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,E,IN ROAD - INCLUDES SHOULDER,,A,22106,,1,DAY ST,INGLE,,,A,E,118,SANCHEZ ST,F,,D,7/25/2024 8:29:07 PM,1/28/2025 4:32:14 PM,,,3,,,,,,,,
2022,2668806,220482488,2,False,3801,7/21/2022 12:37:00 AM,0037,3E13E,1227,3801,San Francisco,38,True,True,B,SIDE SWIPE,,Thursday,,,M,,False,False,True,,C,OTHER MOTOR VEHICLE,,2,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,C,DARK-STREET LIGHTS,,,,,,,E,IN ROAD - INCLUDES SHOULDER,,A,22350,,1,GEARY ST,NORTH,,,A,,,POLK ST,,,A,7/25/2024 9:39:10 PM,1/29/2025 8:37:18 AM,,,2,,,,,,,,
2022,2668804,220438243,2,False,3801,7/4/2022 11:20:00 AM,1120,6CAR,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Monday,,,,,False,False,False,,B,PEDESTRIAN,,2,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,21456C,,1,BAYSHORE BL,INGLE,,,A,,,ARLETA AV,,,A,7/25/2024 9:39:09 PM,1/29/2025 8:37:18 AM,,,2,,,,,,,,
2022,2668800,220449030,2,False,3801,7/8/2022 8:25:00 AM,0825,3B13A,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Friday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,21950A,,1,NELSON RISING LN,SOUTH,,,A,E,25,6TH ST,F,,D,7/25/2024 9:39:08 PM,1/29/2025 8:37:18 AM,,,2,,,,,,,,
2022,2668779,220456198,2,False,3801,7/11/2022 9:19:00 AM,0919,3H15A,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Monday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,21950B,,1,OCEAN AV,INGLE,,,A,,,PERSIA AV,,,A,7/25/2024 9:39:05 PM,1/29/2025 8:37:17 AM,,,2,,,,,,,,
2022,2668772,220393700,2,False,3801,6/15/2022 8:04:00 PM,2004,3C14D,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Wednesday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,B,DUSK-DAWN,,,,,,,D,CROSSING - NOT IN CROSSWALK,,A,21955,,1,SILVER AV,BAYVI,,,A,W,50,SOMERSET ST,F,,,7/25/2024 9:39:04 PM,1/29/2025 8:37:17 AM,,,2,,,,,,,,
2022,2668771,220426668,2,False,3801,6/29/2022 11:20:00 AM,1120,3G13C,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Wednesday,,,F,,False,False,False,,B,PEDESTRIAN,,1,0,CLOUDY,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,F,NOT IN ROAD,,A,22350,,1,GEARY BL,RICHM,,,A,E,115,PALM AV,F,,D,7/25/2024 9:39:03 PM,1/29/2025 8:37:17 AM,,,2,,,,,,,,
2022,2668766,22040325,2,False,3801,6/26/2022 9:06:00 PM,2106,3E13E,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Sunday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,C,DARK-STREET LIGHTS,,,,,,,D,CROSSING - NOT IN CROSSWALK,,A,21955,,1,BUSH ST,NORTH,,,A,,,VAN NESS AV,,,A,7/25/2024 9:39:03 PM,1/29/2025 8:37:17 AM,,,2,,,,,,,,
2022,2668703,220462004,2,False,3801,7/13/2022 12:08:00 PM,1208,3H13A,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Wednesday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLOUDY,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,E,IN ROAD - INCLUDES SHOULDER,,A,21956A,,1,FOOTE AV,INGLE,,,A,E,35,ELLINGTON AV,F,,D,7/25/2024 9:38:54 PM,1/29/2025 8:37:15 AM,,,2,,,,,,,,
2022,2668687,220467612,2,False,3801,7/15/2022 10:23:00 AM,1023,3B12A,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Friday,,,F,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,21950A,,1,MISSION ST,SOUTH,,,A,,,3RD ST,,,A,7/25/2024 9:38:52 PM,1/29/2025 8:37:15 AM,,,2,,,,,,,,
2022,2667256,220281951,2,False,3801,4/30/2022 8:04:00 AM,0804,3F13A,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Saturday,,,F,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,21950,,1,FULTON ST,PARK,,,A,,,MASONIC AV,,,A,7/25/2024 9:35:29 PM,1/29/2025 8:36:36 AM,,,2,,,,,,,,
2022,2667252,220250401,2,False,3801,4/17/2022 7:47:00 AM,0747,3D14A,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Sunday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,21950A,,1,VALENCIA ST,MISSI,,,A,N,21,22ND ST,F,,A,7/25/2024 9:35:28 PM,1/29/2025 8:36:36 AM,,,2,,,,,,,,
2022,2667248,220297964,2,False,3801,5/6/2022 8:34:00 PM,2034,3F12D,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Friday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,RAINING,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,C,DARK-STREET LIGHTS,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,21950A,,1,17TH ST,PARK,,,B,,,CLAYTON ST,,,A,7/25/2024 9:35:28 PM,1/29/2025 8:36:36 AM,,,2,,,,,,,,
2022,2666901,220488050,2,False,3801,7/23/2022 9:44:00 AM,0944,3G13A,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Saturday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLOUDY,RAINING,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,D,CROSSING - NOT IN CROSSWALK,,A,21950B,,1,4TH AV,RICHM,,,B,S,109,CLEMENT ST,F,,D,7/25/2024 9:34:41 PM,1/29/2025 8:36:26 AM,,,2,,,,,,,,
2022,2666892,220476798,2,False,3801,7/18/2022 9:32:00 PM,2132,3C13E,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Monday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,C,DARK-STREET LIGHTS,,,,,,,E,IN ROAD - INCLUDES SHOULDER,,A,21954A,,1,PALOU AV,BAYVI,,,A,,,3RD ST,,,,7/25/2024 9:34:39 PM,1/29/2025 8:36:26 AM,,,2,,,,,,,,
2022,2666885,220450714,2,False,3801,7/8/2022 6:08:00 PM,1808,,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Friday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,D,CROSSING - NOT IN CROSSWALK,,A,21950B,,1,MISSION ST,MISSI,,,A,N,44,24TH ST,F,,D,7/25/2024 9:34:38 PM,1/29/2025 8:36:26 AM,,,2,,,,,,,,
2022,2666883,220444892,2,False,3801,7/4/2022 10:20:00 PM,2220,3D16D,1227,3801,San Francisco,38,True,True,C,REAR END,,Monday,,,F,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,C,DARK-STREET LIGHTS,,,,,,,E,IN ROAD - INCLUDES SHOULDER,,A,21209,,1,20TH ST,MISSI,,,A,,,BRYANT ST,,,D,7/25/2024 9:34:38 PM,1/29/2025 8:36:26 AM,,,2,,,,,,,,
2022,2666882,220466250,2,False,3801,7/14/2022 6:43:00 PM,1843,,1227,3801,San Francisco,38,True,True,A,HEAD-ON,,Thursday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,D,CROSSING - NOT IN CROSSWALK,,A,21955,,1,VALENCIA ST,MISSI,,,A,,,CUNNINGHAM PL,,,D,7/25/2024 9:34:38 PM,1/29/2025 8:36:26 AM,,,2,,,,,,,,
2022,2666877,220439376,2,False,3801,7/4/2022 9:26:00 PM,2126,901,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Monday,,,M,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,OTHER* - OTHER*,,,B,DUSK-DAWN,,,,,,,E,IN ROAD - INCLUDES SHOULDER,,A,22350,,1,BRYANT ST,MISSI,,,A,S,295,20TH ST,F,,D,7/25/2024 9:34:37 PM,1/29/2025 8:36:26 AM,,,2,,,,,,,,
2022,2666876,220465064,2,False,3801,7/14/2022 12:17:00 PM,1217,1CAR,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Thursday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,21950B,,1,FREDERICK ST,PARK,,,A,,,COLE ST,,,D,7/25/2024 9:34:37 PM,1/29/2025 8:36:26 AM,,,2,,,,,,,,
2022,2666874,220489490,2,False,3801,7/24/2022 12:24:00 AM,0024,E3,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Sunday,,,F,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,C,DARK-STREET LIGHTS,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,21950,,1,GOUGH ST,NORTH,,,A,S,7,TURK ST,F,,A,7/25/2024 9:34:37 PM,1/29/2025 8:36:26 AM,,,2,,,,,,,,
