source_year,Collision Id,Report Number,Report Version,Is Preliminary,NCIC Code,Crash Date Time,Crash Time Description,Beat,City Id,City Code,City Name,County Code,City Is Active,City Is Incorporated,Collision Type Code,Collision Type Description,Collision Type Other Desc,Day Of Week,DispatchNotified,HasPhotographs,HitRun,IsAttachmentsMailed,IsDeleted,IsHighwayRelated,IsTowAway,JudicialDistrict,MotorVehicleInvolvedWithCode,MotorVehicleInvolvedWithDesc,MotorVehicleInvolvedWithOtherDesc,NumberInjured,NumberKilled,Weather 1,Weather 2,Road Condition 1,Road Condition 2,Special Condition,LightingCode,LightingDescription,Latitude,Longitude,MilepostDirection,MilepostDistance,MilepostMarker,MilepostUnitOfMeasure,PedestrianActionCode,PedestrianActionDesc,PreparedDate,Primary Collision Factor Code,Primary Collision Factor Violation,PrimaryCollisionFactorIsCited,PrimaryCollisionPartyNumber,PrimaryRoad,ReportingDistrict,ReportingDistrictCode,ReviewedDate,RoadwaySurfaceCode,SecondaryDirection,SecondaryDistance,SecondaryRoad,SecondaryUnitOfMeasure,SketchDesc,TrafficControlDeviceCode,CreatedDate,ModifiedDate,IsCountyRoad,IsFreeway,CHP555Version,IsAdditonalObjectStruck,NotificationDate,NotificationTimeDescription,HasDigitalMediaFiles,EvidenceNumber,IsLocationReferToNarrative,IsAOIOneSameAsLocation,_id
2021,1443713,9335-2021-00456,1,False,9335,3/30/2021 1:17:00 AM,0117,083,1227,3801,San Francisco,38,True,True,D,BROADSIDE,,Tuesday,Yes,True,,,False,True,True,San Francisco Super.,C,OTHER MOTOR VEHICLE,,1,0,CLEAR,,NO UNUSUAL CONDITIONS,,,C,DARK-STREET LIGHTS,37.787341,-122.389500,,,,,E,IN ROAD - INCLUDES SHOULDER,3/30/2021 12:00:00 AM,A,22350,False,3,I-80 E/B,,,4/6/2021 5:16:35 AM,A,E,280,Beale Street U/C,F,,D,4/6/2021 5:17:34 AM,4/6/2021 5:17:34 AM,,True,2,,,,,,,,
2021,1486094,9335-2021-10065,1,False,9335,5/20/2021 4:50:00 AM,0450,023,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Thursday,Yes,False,,,False,True,False,SAN FRANCISCO SUPERIOR COURT SAN FRANCISCO,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS,,,D,DARK-NO STREET LIGHTS,37.731300,-122.424900,,,,,E,IN ROAD - INCLUDES SHOULDER,5/20/2021 4:50:00 AM,A,VC 21954(a),False,,I-280 N/B,,,6/1/2021 12:00:00 AM,A,N,333,JUSTIN DR. O/C,F,,D,6/1/2021 6:49:19 AM,6/1/2021 6:49:19 AM,False,True,4,,,,,,,,
2021,1501151,9335-2021-10199,1,False,9335,6/11/2021 12:10:00 PM,1210,022,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Friday,Yes,False,,,False,True,False,SAN FRANCISCO SUPERIOR COURT SAN FRANCISCO,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,37.714825,-122.450285,,,,,D,CROSSING - NOT IN CROSSWALK,6/11/2021 12:10:00 PM,C,,,,I-280 N/B,,,6/20/2021 12:00:00 AM,A,N,610,FARALLONES ST PEDESTRIAN OVERCROSS,F,,D,6/20/2021 5:05:14 PM,6/20/2021 5:05:14 PM,False,True,4,True,,,,,,,
2021,1521793,9335-2021-00216,2,False,9335,2/16/2021 11:13:00 PM,2313,080,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Tuesday,Yes,True,F,,False,True,False,San Francisco Super.,B,PEDESTRIAN,,0,1,CLOUDY,,NO UNUSUAL CONDITIONS,,Fatal,D,DARK-NO STREET LIGHTS,37.783192,-122.395210,,,,,E,IN ROAD - INCLUDES SHOULDER,2/16/2021 12:00:00 AM,A,21954(a),False,2,I-80 E/B,,,7/16/2021 7:53:50 AM,A,W,200,2ND STREET,F,,D,7/16/2021 7:54:41 AM,7/21/2021 8:16:26 AM,,True,2,,,,,,,,
2021,1571970,9335-2021-10708,1,False,9335,8/28/2021 11:23:00 PM,2323,013,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Saturday,Yes,True,,,False,True,False,SAN FRANCISCO SUPERIOR COURT SAN FRANCISCO,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS,,,C,DARK-STREET LIGHTS,37.743729,-122.405659,,,,,E,IN ROAD - INCLUDES SHOULDER,8/28/2021 11:23:00 PM,C,,,,US-101 N/B,,,9/16/2021 12:00:00 AM,A,S,2,FAITH STREET PEDESTRIAN OVERCROSSING,F,,D,9/16/2021 9:48:10 AM,9/16/2021 9:48:10 AM,False,True,4,,,,,,,,
2021,1622118,9335-2021-11247,1,False,9335,11/2/2021 4:26:00 PM,1626,901,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Tuesday,Yes,False,,,False,False,False,SAN FRANCISCO SUPERIOR COURT HALL OF JUSTICE,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS,,School Bus Collision,A,DAYLIGHT,37.774197,-122.429107,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,11/2/2021 4:26:00 PM,A,VC 21950(a),False,1,WEBSTER ST.- 400 BLOCK,,,11/10/2021 12:00:00 AM,A,,,OAK ST.,,,A,11/10/2021 11:29:27 PM,11/10/2021 11:29:27 PM,False,False,4,,,,,,,,
2021,1661804,9335-2021-11243,1,False,9335,11/2/2021 3:02:00 AM,0302,013,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Tuesday,Yes,False,,,False,True,True,SAN FRANCISCO SUPERIOR COURT SAN FRANCISCO,B,PEDESTRIAN,,2,0,CLOUDY,,NO UNUSUAL CONDITIONS,,,C,DARK-STREET LIGHTS,37.742630,-122.406731,,,,,E,IN ROAD - INCLUDES SHOULDER,11/2/2021 3:02:00 AM,A,VC 21954(a),False,1,US-101 N/B,,,12/26/2021 12:00:00 AM,B,S,560,FAITH ST PEDESTRIAN O/C,F,,D,12/26/2021 8:28:31 AM,12/26/2021 8:28:31 AM,False,True,4,True,,,,,,,
2021,1686039,9350-2021-10908,1,False,9350,11/11/2021 5:53:00 PM,1753,120,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Thursday,Yes,False,,,False,True,True,San Francisco Superior Court San Francisco,C,OTHER MOTOR VEHICLE,,5,0,CLEAR,,OTHER* - #3 LANE CLOSURE,REDUCED ROADWAY WIDTH,,C,DARK-STREET LIGHTS,37.808050,-122.476360,,,,,E,IN ROAD - INCLUDES SHOULDER,11/11/2021 5:53:00 PM,A,VC 21658(A),False,1,US-101 N/B,,,1/26/2022 12:00:00 AM,A,N,345,GOLDEN GATE BRIDGE TOLL PLAZA,F,,A,1/26/2022 6:29:27 PM,1/26/2022 6:29:27 PM,False,True,4,False,,,,,,,
2021,2728042,210043288,2,False,3801,1/19/2021 8:31:00 PM,2031,,1227,3801,San Francisco,38,True,True,,,,Tuesday,,,,,False,False,False,,B,PEDESTRIAN,,0,1,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,C,DARK-STREET LIGHTS,,,,,,,,,,A,21950B,,1,24TH ST,,,,A,E,29,SAN JOSE AV,F,,D,7/26/2024 11:04:58 AM,1/29/2025 9:49:39 AM,,,2,,,,,,,,
2021,1788503,9335-2021-00462,2,False,9335,3/26/2021 4:51:00 AM,0451,013,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Friday,Yes,True,F,,False,True,False,San Francisco Super.,B,PEDESTRIAN,,0,1,CLEAR,,NO UNUSUAL CONDITIONS,,Fatal,D,DARK-NO STREET LIGHTS,37.736407,-122.403777,,,,,E,IN ROAD - INCLUDES SHOULDER,3/26/2021 12:00:00 AM,C,,,,US-101 NB TO I-280 NB,,,6/5/2022 3:22:57 PM,A,N,11,Elmira St,F,,D,6/5/2022 3:23:47 PM,8/25/2022 2:20:28 PM,,True,2,,,,,,,,
2021,1788502,9335-2021-00427,1,False,9335,3/26/2021 4:50:00 AM,0450,013,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Friday,Yes,True,,,False,True,True,San Francisco Super.,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS,,,D,DARK-NO STREET LIGHTS,37.736407,-122.403777,,,,,E,IN ROAD - INCLUDES SHOULDER,3/26/2021 12:00:00 AM,A,21954(a),False,1,US-101 NB TO I-280 NB,,,6/5/2022 3:17:39 PM,A,N,10,Elmira St,F,,D,6/5/2022 3:18:34 PM,6/5/2022 3:18:34 PM,,True,2,,,,,,,,
2021,1750200,9335-2021-10786,1,False,9335,9/10/2021 11:00:00 PM,2300,014,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Friday,Yes,False,F,,False,True,False,SAN FRANCISCO SUPERIOR COURT SAN FRANCISCO,B,PEDESTRIAN,PEDESTRIAN,0,1,CLEAR,,NO UNUSUAL CONDITIONS,,Fatal,D,DARK-NO STREET LIGHTS,37.750842,-122.403088,,,,,E,IN ROAD - INCLUDES SHOULDER,9/10/2021 11:00:00 PM,A,VC 22107,False,1,US-101 N/B,,,4/18/2022 12:00:00 AM,A,N,480,CESAR CHAVEZ OVERCROSSING,F,,D,4/18/2022 11:50:39 AM,4/18/2022 11:50:39 AM,False,True,4,,,,,,,,
2021,2740013,210199574,2,False,3801,3/31/2021 11:01:00 AM,1101,4B3G,1227,3801,San Francisco,38,True,True,C,REAR END,,Wednesday,,,,,False,False,True,,C,OTHER MOTOR VEHICLE,,6,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,C,CROSSING IN CROSS WALK - NOT AT INTERSECTION,,C,,,,MARKET ST,TRAFF,,,A,E,182,HYDE ST,F,,A,7/26/2024 11:54:26 AM,1/29/2025 10:01:43 AM,,,2,,,,,,,,
2021,2737041,210083745,2,False,3801,2/6/2021 10:21:00 AM,1021,3G4A,1227,3801,San Francisco,38,True,True,C,REAR END,,Saturday,,,,,False,False,False,,B,PEDESTRIAN,,2,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,E,IN ROAD - INCLUDES SHOULDER,,A,22350,,1,JOHN F KENNEDY DR,RICHM,,,A,W,300,STOW LAKE DR,F,,D,7/26/2024 11:49:33 AM,1/29/2025 9:58:37 AM,,,2,,,,,,,,
2021,2737039,210086670,2,False,3801,2/7/2021 8:07:00 PM,2007,3A4D,1227,3801,San Francisco,38,True,True,E,HIT OBJECT,,Sunday,,,,,False,False,False,,I,FIXED OBJECT,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,C,DARK-STREET LIGHTS,,,,,,,E,IN ROAD - INCLUDES SHOULDER,,A,21658A,,1,THE EMBARCADERO,CENTR,,,A,,,BAY ST,,,D,7/26/2024 11:49:33 AM,1/29/2025 9:58:36 AM,,,2,,,,,,,,
2021,2737030,210072867,2,False,3801,2/1/2021 11:07:00 PM,2307,3D6E,1227,3801,San Francisco,38,True,True,D,BROADSIDE,,Monday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,RAINING,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,C,DARK-STREET LIGHTS,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,21453D,,1,HARRISON ST,MISSI,,,B,S,7,13TH ST,F,,A,7/26/2024 11:49:32 AM,1/29/2025 9:58:36 AM,,,2,,,,,,,,
2021,2737029,210072663,2,False,3801,2/1/2021 8:25:00 PM,2025,3J12D,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Monday,,,F,,False,False,False,,B,PEDESTRIAN,,1,0,RAINING,,,,,C,DARK-STREET LIGHTS,,,,,,,E,IN ROAD - INCLUDES SHOULDER,,A,21950B,,1,TAYLOR ST,TENDE,,,B,,,EDDY ST,,,A,7/26/2024 11:49:32 AM,1/29/2025 9:58:36 AM,,,2,,,,,,,,
2021,2737028,210072403,2,False,3801,2/1/2021 6:06:00 PM,1806,3E13D,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Monday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLOUDY,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,C,DARK-STREET LIGHTS,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,22350,,1,VAN NESS AV,NORTH,,,A,,,HAYES ST,,,A,7/26/2024 11:49:32 AM,1/29/2025 9:58:36 AM,,,2,,,,,,,,
2021,2737025,210124474,2,False,3801,2/23/2021 2:30:00 PM,1430,3A00,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Tuesday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,22450A,,1,MONTGOMERY ST,CENTR,,,A,,,MERCHANT ST,,,A,7/26/2024 11:49:31 AM,1/29/2025 9:58:36 AM,,,2,,,,,,,,
2021,2737021,210117491,2,False,3801,2/21/2021 3:30:00 PM,1530,G2,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Sunday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,E,IN ROAD - INCLUDES SHOULDER,,A,21954A,,1,CALIFORNIA ST,RICHM,,,A,,,BRODERICK ST,,,A,7/26/2024 11:49:31 AM,1/29/2025 9:58:35 AM,,,2,,,,,,,,
2021,2737015,210122042,2,False,3801,2/23/2021 2:06:00 PM,1406,3A11A,1227,3801,San Francisco,38,True,True,B,SIDE SWIPE,,Tuesday,,,F,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,22350A,,1,SUTTER ST,CENTR,,,A,,,LARKIN ST,,,A,7/26/2024 11:49:30 AM,1/29/2025 9:58:35 AM,,,2,,,,,,,,
2021,2737014,210123090,2,False,3801,2/23/2021 9:51:00 PM,2151,3J13E,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Tuesday,,,F,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,C,DARK-STREET LIGHTS,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,21950A,,1,EDDY ST,TENDE,,,A,,,LARKIN ST,,,A,7/26/2024 11:49:30 AM,1/29/2025 9:58:35 AM,,,2,,,,,,,,
2021,2737009,210117554,2,False,3801,2/21/2021 3:58:00 PM,1558,D1,1227,3801,San Francisco,38,True,True,D,BROADSIDE,,Sunday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,21950B,,1,DOLORES ST,MISSI,,,A,,,19TH ST,,,A,7/26/2024 11:49:30 AM,1/29/2025 9:58:35 AM,,,2,,,,,,,,
2021,2737003,210109125,2,False,3801,2/17/2021 6:25:00 PM,1825,3H15D,1227,3801,San Francisco,38,True,True,D,BROADSIDE,,Wednesday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,OTHER,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,C,DARK-STREET LIGHTS,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,21954A,,1,MISSION ST,INGLE,,,A,,,RUSSIA AV,,,A,7/26/2024 11:49:29 AM,1/29/2025 9:58:34 AM,,,2,,,,,,,,
2021,2736985,210090665,2,False,3801,2/9/2021 2:45:00 PM,1445,3C11C,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Tuesday,,,M,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,D,CROSSING - NOT IN CROSSWALK,,A,21954A,,1,DE HARO ST,BAYVI,,,A,,,22ND ST,,,,7/26/2024 11:49:27 AM,1/29/2025 9:58:33 AM,,,2,,,,,,,,
2021,2736983,210078730,2,False,3801,2/4/2021 9:10:00 AM,0910,3H16A,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Thursday,,,F,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,21950A,,1,BRAZIL AV,INGLE,,,A,,,LONDON ST,,,A,7/26/2024 11:49:27 AM,1/29/2025 9:58:33 AM,,,2,,,,,,,,
2021,2736873,210078592,2,False,3801,2/4/2021 7:40:00 AM,0740,3I13A,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Thursday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,21950A,,1,IRVING ST,TARAV,,,A,E,6,41ST AV,F,,A,7/26/2024 11:49:17 AM,1/29/2025 9:58:27 AM,,,2,,,,,,,,
2021,2736864,210082521,2,False,3801,2/5/2021 6:16:00 PM,1816,,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Friday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,C,DARK-STREET LIGHTS,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,22107,,1,BUSH ST,RICHM,,,A,,,PRESIDIO AV,,,A,7/26/2024 11:49:16 AM,1/29/2025 9:58:26 AM,,,2,,,,,,,,
2021,2736483,210099247,2,False,3801,2/13/2021 8:56:00 AM,0856,3D11A,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Saturday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,LOOSE MATERIAL ON ROADWAY* - LOOSE MATERIAL ON ROADWAY*,,,A,DAYLIGHT,,,,,,,D,CROSSING - NOT IN CROSSWALK,,A,21955,,1,MARKET ST,MISSI,,,A,,,NOE ST,,,A,7/26/2024 11:48:40 AM,1/29/2025 9:58:04 AM,,,2,,,,,,,,
2021,2736477,210128147,2,False,3801,2/26/2021 6:30:00 AM,0630,3D13A,1227,3801,San Francisco,38,True,True,D,BROADSIDE,,Friday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,B,DUSK-DAWN,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,21950A,,1,MARKET ST,MISSI,,,A,,,EUREKA ST,,,A,7/26/2024 11:48:39 AM,1/29/2025 9:58:04 AM,,,2,,,,,,,,
2021,2736475,210129173,2,False,3801,2/26/2021 3:50:00 PM,1550,3D45C,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Friday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,21950A,,1,VALENCIA ST,MISSI,,,A,,,22ND ST,,,A,7/26/2024 11:48:39 AM,1/29/2025 9:58:04 AM,,,2,,,,,,,,
2021,2736474,210129866,2,False,3801,2/26/2021 7:27:00 PM,1927,3C13D,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Friday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,C,DARK-STREET LIGHTS,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,21950A,,1,BAYSHORE BL,BAYVI,,,A,,,EGBERT AV,,,A,7/26/2024 11:48:39 AM,1/29/2025 9:58:03 AM,,,2,,,,,,,,
2021,2736467,210102709,2,False,3801,2/14/2021 11:00:00 PM,2300,3H15E,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Sunday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,RAINING,,,,,C,DARK-STREET LIGHTS,,,,,,,D,CROSSING - NOT IN CROSSWALK,,A,21456B,,,SILVER AV,INGLE,,,B,E,20,MISSION ST,F,,A,7/26/2024 11:48:38 AM,1/29/2025 9:58:03 AM,,,2,,,,,,,,
2021,2736466,210103149,2,False,3801,2/15/2021 9:12:00 AM,0912,3I13A,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Monday,,,,,False,False,False,,I,FIXED OBJECT,,1,0,RAINING,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,F,NOT IN ROAD,,A,22350,,1,NORIEGA ST,TARAV,,,B,W,50,32ND AV,F,,D,7/26/2024 11:48:38 AM,1/29/2025 9:58:03 AM,,,2,,,,,,,,
2021,2736465,210103359,2,False,3801,2/15/2021 10:20:00 AM,1020,3E41C,1227,3801,San Francisco,38,True,True,A,HEAD-ON,,Monday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,RAINING,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,21954A,,1,EDDY ST,NORTH,,,B,,,POLK ST,,,A,7/26/2024 11:48:38 AM,1/29/2025 9:58:03 AM,,,2,,,,,,,,
2021,2736446,210126737,2,False,3801,2/25/2021 2:20:00 PM,1420,,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Thursday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,21453D,,1,DOLORES ST,MISSI,,,A,S,10,24TH ST,F,,A,7/26/2024 11:48:36 AM,1/29/2025 9:58:02 AM,,,2,,,,,,,,
2021,2736439,210106262,2,False,3801,2/16/2021 3:53:00 PM,1553,4B4I,1227,3801,San Francisco,38,True,True,H,OTHER,,Tuesday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,F,NOT IN ROAD,,A,22350,,1,LAKE MERCED BL,TRAFF,,,A,N,346,HIGUERA AV,F,,D,7/26/2024 11:48:35 AM,1/29/2025 9:58:01 AM,,,2,,,,,,,,
2021,2736438,21017618,2,False,3801,2/17/2021 7:50:00 AM,0750,3B14A,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Wednesday,,,,,False,False,False,,B,PEDESTRIAN,,2,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,21950A,,1,12TH ST,SOUTH,,,A,,,SOUTH VAN NESS AV,,,D,7/26/2024 11:48:35 AM,1/29/2025 9:58:01 AM,,,2,,,,,,,,
2021,2736430,210125256,2,False,3801,2/24/2021 8:45:00 PM,2045,3H15E,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Wednesday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,C,DARK-STREET LIGHTS,,,,,,,E,IN ROAD - INCLUDES SHOULDER,,A,21956A,,1,GENEVA AV,INGLE,,,A,,,STONERIDGE LN,,,D,7/26/2024 11:48:34 AM,1/29/2025 9:58:01 AM,,,2,,,,,,,,
2021,2736428,210079421,2,False,3801,2/4/2021 1:41:00 PM,1341,3A15C,1227,3801,San Francisco,38,True,True,D,BROADSIDE,,Thursday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,D,CROSSING - NOT IN CROSSWALK,,A,21954A,,1,MARKET ST,CENTR,,,A,E,5,BATTERY ST,F,,D,7/26/2024 11:48:34 AM,1/29/2025 9:58:01 AM,,,2,,,,,,,,
2021,2736422,210086131,2,False,3801,2/7/2021 2:59:00 PM,1459,3J11C,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Sunday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,E,IN ROAD - INCLUDES SHOULDER,,A,22106,,1,TURK ST,TENDE,,,A,W,161,HYDE ST,F,,D,7/26/2024 11:48:34 AM,1/29/2025 9:58:00 AM,,,2,,,,,,,,
2021,2736419,210091845,2,False,3801,2/10/2021 7:10:00 AM,0710,3C12B,1227,3801,San Francisco,38,True,True,A,HEAD-ON,,Wednesday,,,,,False,False,False,,E,PARKED MOTOR VEHICLE,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,E,IN ROAD - INCLUDES SHOULDER,,A,21650,,1,PHELPS ST,BAYVI,,,A,S,25,LA SALLE AV,F,,D,7/26/2024 11:48:33 AM,1/29/2025 9:58:00 AM,,,2,,,,,,,,
2021,2736417,210092116,2,False,3801,2/10/2021 6:40:00 AM,0640,3E11A,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Wednesday,,,F,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,OTHER,OTHER* - OTHER*,,,A,DAYLIGHT,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,21950A,,1,AVENUE B,NORTH,,,A,,,STURGEON ST,,,D,7/26/2024 11:48:33 AM,1/29/2025 9:58:00 AM,,,2,,,,,,,,
2021,2736413,210094253,2,False,3801,2/11/2021 9:29:00 AM,0929,3B13A,1227,3801,San Francisco,38,True,True,A,HEAD-ON,,Thursday,,,M,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,22950A,,1,HARRISON ST,SOUTH,,,A,,,COLUMBIA SQUARE,,,D,7/26/2024 11:48:33 AM,1/29/2025 9:58:00 AM,,,2,,,,,,,,
2021,2736405,210098089,2,False,3801,2/12/2021 5:15:00 PM,1715,3D15D,1227,3801,San Francisco,38,True,True,G,VEHICLE/PEDESTRAIN,,Friday,,,,,False,False,False,,B,PEDESTRIAN,,1,0,CLEAR,,NO UNUSUAL CONDITIONS - NO UNUSUAL CONDITIONS,,,A,DAYLIGHT,,,,,,,B,CROSSING IN CROSS WALK AT INTERSECTION,,A,21950A,,1,MISSION ST,MISSI,,,,N,8,14TH ST,F,,A,7/26/2024 11:48:32 AM,1/29/2025 9:57:59 AM,,,2,,,,,,,,
