Year,CollisionId,Address,PrimaryRoad,SecondaryRoad,Latitude,Longitude,CrashDateTime
2021,2808300,STEINER ST & HERMANN ST,STEINER ST,HERMANN ST,,,7/22/2021 6:06:00 PM
2021,2808302,24TH ST & TREAT AV,24TH ST,TREAT AV,,,7/15/2021 1:11:00 PM
2021,2808306,BROADWAY ST & BATTERY ST,BROADWAY ST,BATTERY ST,,,7/17/2021 6:13:00 PM
2021,2808347,2ND ST & CLEMENTINA ST,2ND ST,CLEMENTINA ST,,,7/30/2021 6:27:00 PM
2021,2808350,ARGUELLO BL & MCALLISTER ST,ARGUELLO BL,MCALLISTER ST,,,7/31/2021 12:12:00 PM
2021,2808352,OCTAVIA BL & OAK ST,OCTAVIA BL,OAK ST,,,7/31/2021 8:15:00 AM
2021,2808359,S VAN NESS AV & 22ND ST,S VAN NESS AV,22ND ST,,,7/27/2021 5:27:00 PM
2021,2808456,MISSION ST & 10TH ST,MISSION ST,10TH ST,,,7/31/2021 3:57:00 PM
2021,2808705,FULTON ST & 6TH AV,FULTON ST,6TH AV,,,7/15/2021 8:13:00 PM
2021,2810161,GEARY BL & ARGUELLO BL,GEARY BL,ARGUELLO BL,,,7/17/2021 7:23:00 AM
2021,2810173,LEAVENWORTH ST & LEAVENWORTH ST 2138,LEAVENWORTH ST,LEAVENWORTH ST 2138,,,7/11/2021 5:22:00 PM
2021,2810177,EDDY ST & MASON ST,EDDY ST,MASON ST,,,7/10/2021 2:33:00 PM
2021,2810178,MARKET ST & 4TH ST,MARKET ST,4TH ST,,,7/10/2021 12:00:00 PM
2021,2810184,KEZAR DR & JOHN F KENNEDY DR,KEZAR DR,JOHN F KENNEDY DR,,,7/9/2021 7:55:00 PM
2021,2824538,TOWNSEND ST & 5TH ST,TOWNSEND ST,5TH ST,,,8/11/2021 4:48:00 PM
2021,2824544,BOWLING GREEN DR & NANCY PELOSI DR,BOWLING GREEN DR,NANCY PELOSI DR,,,8/28/2021 1:27:00 PM
2021,2824545,BEACH ST & LARKIN ST,BEACH ST,LARKIN ST,,,8/28/2021 10:49:00 AM
2021,2824548,TURK ST & SCOTT ST,TURK ST,SCOTT ST,,,8/27/2021 4:20:00 PM
2021,2824550,MARINA BL & BAKER ST,MARINA BL,BAKER ST,,,8/27/2021 12:42:00 PM
2021,2824557,MARINA BL & MARINA GREEN DR,MARINA BL,MARINA GREEN DR,,,8/26/2021 3:15:00 PM
2021,2824558,THE EMBARCADERO SOUTH & TOWNSEND ST,THE EMBARCADERO SOUTH,TOWNSEND ST,,,8/27/2021 6:01:00 PM
2021,2825320,2ND ST & CLEMINTINA ST,2ND ST,CLEMINTINA ST,,,8/23/2021 6:24:00 PM
2021,2825393,CHURCH ST & DUBOCE AV,CHURCH ST,DUBOCE AV,,,9/23/2021 9:14:00 AM
2021,2825398,VALENCIA ST & 18TH ST,VALENCIA ST,18TH ST,,,9/22/2021 3:11:00 PM
2021,2825402,14TH ST & SOUTH VAN NESS,14TH ST,SOUTH VAN NESS,,,9/15/2021 3:47:00 PM
2021,2825408,STOCKTON ST & SUTTER ST,STOCKTON ST,SUTTER ST,,,9/21/2021 5:12:00 PM
2021,2825484,41ST AV & NORIEGA ST,41ST AV,NORIEGA ST,,,9/19/2021 8:01:00 PM
2021,2826244,STEINER ST & FULTON ST,STEINER ST,FULTON ST,,,8/28/2021 11:00:00 PM
2021,2826348,POLK ST & GOLDEN GATE AV,POLK ST,GOLDEN GATE AV,,,8/31/2021 10:07:00 PM
2021,2826356,MISSION ST & 25TH ST,MISSION ST,25TH ST,,,8/1/2021 5:45:00 PM
2021,2826363,MARINA BL & DIVISADERO ST,MARINA BL,DIVISADERO ST,,,8/1/2021 1:36:00 PM
2021,2826364,ILLINOIS ST & AMADOR ST,ILLINOIS ST,AMADOR ST,,,8/1/2021 2:20:00 PM
2021,2826411,MISSION ST & FREMONT ST,MISSION ST,FREMONT ST,,,6/30/2021 1:45:00 PM
2021,2826443,3RD ST & BAYSHORE BL,3RD ST,BAYSHORE BL,,,8/1/2021 12:48:00 AM
2021,2826444,DIVISADERO ST & FELL ST,DIVISADERO ST,FELL ST,,,8/2/2021 6:02:00 PM
2021,2826452,OFARRELL ST & STEINER ST,OFARRELL ST,STEINER ST,,,8/4/2021 1:12:00 PM
2021,2826478,SANTA ROSA AV & MISSION ST,SANTA ROSA AV,MISSION ST,,,8/13/2021 11:10:00 PM
2021,2826484,MARKET ST & SUTTER ST,MARKET ST,SUTTER ST,,,8/13/2021 11:00:00 AM
2021,2826487,8TH AV & LAWTON ST,8TH AV,LAWTON ST,,,8/12/2021 2:12:00 PM
2021,2826494,3RD ST & BERRY ST,3RD ST,BERRY ST,,,8/3/2021 2:45:00 PM
2021,2826539,WEBSTER ST & JACKSON ST,WEBSTER ST,JACKSON ST,,,8/17/2021 3:24:00 PM
2021,2826541,FOLSOM ST & 17TH ST,FOLSOM ST,17TH ST,,,8/17/2021 8:48:00 PM
2021,2826566,CALIFORNIA ST & BATTERY ST,CALIFORNIA ST,BATTERY ST,,,8/18/2021 5:28:00 AM
2021,2826567,MCALLISTER ST & STEINER ST,MCALLISTER ST,STEINER ST,,,8/9/2021 6:45:00 AM
2021,2826571,BRYANT ST & 17TH ST,BRYANT ST,17TH ST,,,8/23/2021 8:48:00 AM
2021,2826578,MARKET ST & OCTAVIA ST,MARKET ST,OCTAVIA ST,,,8/3/2021 11:47:00 PM
2021,2826581,MOSCOW & MOSCOW 942,MOSCOW,MOSCOW 942,,,8/23/2021 4:55:00 PM
2021,2826609,TUNNEL AV & LATHROP AV,TUNNEL AV,LATHROP AV,,,8/20/2021 10:11:00 AM
2021,2827192,EMBARCADERO & CLAY ST,EMBARCADERO,CLAY ST,,,8/28/2021 6:10:00 PM
2021,2827198,HARRISON ST & 5TH ST,HARRISON ST,5TH ST,,,8/7/2021 6:05:00 PM
2021,2827202,CLEMENT ST & 28TH AV,CLEMENT ST,28TH AV,,,8/25/2021 4:11:00 PM
2021,2827212,POLK ST & SUTTER ST,POLK ST,SUTTER ST,,,8/26/2021 11:42:00 PM
2021,2827213,OFARRELL ST & LARKIN ST,OFARRELL ST,LARKIN ST,,,8/26/2021 9:36:00 PM
2021,2827214,TURK BL & ARGUELLO BL,TURK BL,ARGUELLO BL,,,8/26/2021 5:45:00 PM
2021,2827303,GURRERO ST & 22ND ST,GURRERO ST,22ND ST,,,8/14/2021 4:27:00 PM
2021,2827317,7TH ST & TOWNSEND ST,7TH ST ,TOWNSEND ST,,,8/18/2021 12:50:00 PM
2021,2828407,POWELL ST & VALLEJO ST,POWELL ST,VALLEJO ST,,,9/3/2021 10:56:00 AM
2021,2828598,MISSION ST & 18TH ST,MISSION ST,18TH ST,,,9/26/2021 3:31:00 PM
2021,2828606,9TH ST & JESSIE ALY,9TH ST,JESSIE ALY,,,9/14/2021 5:15:00 PM
2021,2828607,COLUMBUS AV & NORTHPOINT DR,COLUMBUS AV,NORTHPOINT DR,,,9/14/2021 3:07:00 PM
2021,2828614,LEAVENWORTH ST & EDDY ST,LEAVENWORTH ST,EDDY ST,,,9/24/2021 12:21:00 PM
2021,2828616,GUERRERO ST & 17TH ST,GUERRERO ST,17TH ST,,,9/23/2021 11:03:00 PM
2021,2828617,MARKET ST & VALENCIA ST,MARKET ST,VALENCIA ST,,,9/15/2021 8:06:00 AM
2021,2828623,MCALLISTER ST & FRIENDSHIP ALY,MCALLISTER ST,FRIENDSHIP ALY,,,9/12/2021 5:30:00 PM
2021,2828625,MARKET ST & STOCKTON ST,MARKET ST,STOCKTON ST,,,9/12/2021 9:54:00 AM
2021,2828627,16TH AV & TARAVAL ST,16TH AV,TARAVAL ST,,,9/27/2021 9:10:00 AM
2021,2828629,IRVING ST & 5TH ST,IRVING ST,5TH ST,,,9/27/2021 7:49:00 AM
2021,2828631,CALIFORNIA ST & 6TH AV,CALIFORNIA ST,6TH AV,,,9/26/2021 9:27:00 PM
2021,2828640,7TH ST & HOWARD ST,7TH ST,HOWARD ST,,,9/11/2021 7:49:00 PM
2021,2828641,COLUMBUS AV & BROADWAY,COLUMBUS AV,BROADWAY,,,9/11/2021 7:11:00 PM
2021,2828647,POLK ST & GROVE ST,POLK ST,GROVE ST,,,9/10/2021 7:05:00 PM
2021,2828648,11TH ST & MARKET ST,11TH ST,MARKET ST,,,9/25/2021 2:41:00 PM
2021,2828826,MISSION ST & 8TH ST,MISSION ST,8TH ST,,,9/3/2021 6:19:00 PM
2021,2828828,MARKET ST & VALENCIA ST,MARKET ST,VALENCIA ST,,,9/3/2021 1:17:00 PM
2021,2830113,EVANS AV & MENDELL ST,EVANS AV,MENDELL ST,,,9/6/2021 12:00:00 AM
2021,2830198,BAYSHORE BL & OAKDALE AV,BAYSHORE BL,OAKDALE AV,,,9/1/2021 4:30:00 PM
2021,2830208,CESAR CHAVEZ ST & RT 280,CESAR CHAVEZ ST,RT 280,,,9/28/2021 3:16:00 PM
2021,2830229,SLOAT BL & VALE AV,SLOAT BL,VALE AV,,,9/9/2021 2:00:00 PM
2021,2830233,MARKET ST & OCTAVIA ST,MARKET ST,OCTAVIA ST,,,9/30/2021 2:20:00 PM
2021,2830303,JUDAH ST & 24TH AV,JUDAH ST,24TH AV,,,9/5/2021 9:48:00 PM
2021,2830304,ELLIS ST & TAYLOR ST,ELLIS ST,TAYLOR ST,,,9/4/2021 1:12:00 AM
2021,2830577,11TH ST & BRYANT ST,11TH ST,BRYANT ST,,,9/30/2021 9:01:00 AM
2021,2830580,OCTAVIA BL & OAK ST,OCTAVIA BL,OAK ST,,,9/17/2021 5:00:00 PM
2021,2831921,OCEAN AV & GENEVA AV,OCEAN AV,GENEVA AV,,,9/21/2021 3:26:00 AM
2021,2831944,GENEVA AV & RT 280,GENEVA AV,RT 280,,,9/10/2021 6:35:00 AM
2021,2831947,FOLSOM ST & 17TH ST,FOLSOM ST,17TH ST,,,9/9/2021 9:30:00 AM
2021,2831952,BOSWORTH ST & LIPPARD AV,BOSWORTH ST,LIPPARD AV,,,9/1/2021 3:08:00 PM
2021,2831957,HARRIET ST & BRANNAN ST,HARRIET ST,BRANNAN ST,,,9/1/2021 5:55:00 PM
2021,2832589,OCEAN AV & SAN JOSE AV,OCEAN AV,SAN JOSE AV,,,9/5/2021 10:10:00 PM
2021,2832621,CESAR CHAVEZ & CONNECTICUT ST,CESAR CHAVEZ,CONNECTICUT ST,,,9/21/2021 2:30:00 PM
2021,2832622,CESAR CHAVEZ ST & PENNSYLVANIA AV,CESAR CHAVEZ ST,PENNSYLVANIA AV,,,9/20/2021 9:51:00 PM
2021,2832623,17TH ST & S VAN NESS AV,17TH ST,S VAN NESS AV,,,9/20/2021 4:04:00 PM
2021,2832986,HARRISON ST & 5TH ST,HARRISON ST,5TH ST,,,9/3/2021 5:44:00 PM
2021,2840706,GROVE ST & POLK ST,GROVE ST,POLK ST,,,10/19/2021 5:24:00 PM
2021,2840710,BAYSHORE BL & BAYSHORE BL 491,BAYSHORE BL,BAYSHORE BL 491,,,10/13/2021 3:45:00 PM
2021,2841970,BEACH ST & MASON ST,BEACH ST,MASON ST,,,10/23/2021 5:11:00 PM
2021,2841971,17TH ST & HARRISON ST,17TH ST,HARRISON ST,,,10/23/2021 4:09:00 PM
2021,2841980,17TH ST & CHURCH ST,17TH ST,CHURCH ST,,,10/12/2021 11:00:00 PM
2021,2841982,17TH ST & RHODE ISLAND ST,17TH ST,RHODE ISLAND ST,,,10/12/2021 6:19:00 PM
2021,2841983,OAKDALE AV & PHELPS ST,OAKDALE AV,PHELPS ST,,,10/12/2021 4:20:00 PM
2021,2841989,MARKET ST & 5TH ST,MARKET ST,5TH ST,,,10/12/2021 1:35:00 PM
2021,2842222,POST ST & POLK ST,POST ST,POLK ST,,,10/1/2021 7:31:00 PM
2021,2842229,POWELL & BROADWAY,POWELL,BROADWAY,,,10/21/2021 6:22:00 PM
2021,2842236,FOLSOM ST & LANGTON ST,FOLSOM ST,LANGTON ST,,,10/5/2021 5:15:00 PM
2021,2842240,18TH ST & 18TH ST 3489,18TH ST,18TH ST 3489,,,10/18/2021 7:45:00 PM
2021,2842246,PAGE ST & BRODERICK ST,PAGE ST,BRODERICK ST,,,10/2/2021 10:00:00 AM
2021,2842261,JOHN F KENNEDY DR & MARX MEADOW DR,JOHN F KENNEDY DR,MARX MEADOW DR,,,10/3/2021 2:36:00 PM
2021,2842268,MARKET ST & 2ND ST,MARKET ST,2ND ST,,,10/1/2021 8:45:00 AM
2021,2842269,ELM ST & POLK,ELM ST,POLK,,,10/7/2021 11:41:00 PM
2021,2842274,OFARRELL ST & HYDE ST,OFARRELL ST,HYDE ST,,,10/7/2021 12:52:00 AM
2021,2842288,MISSION ST & 8TH ST,MISSION ST,8TH ST,,,10/9/2021 1:23:00 AM
2021,2842974,BAYSHORE BL & CORTLAND AV,BAYSHORE BL,CORTLAND AV,,,10/15/2021 8:11:00 PM
2021,2842975,FOLSOM ST & SHERMAN ST,FOLSOM ST,SHERMAN ST,,,10/15/2021 5:43:00 PM
2021,2842985,VALENCIA ST & 26TH ST,VALENCIA ST,26TH ST,,,10/18/2021 10:40:00 AM
2021,2844682,THE EMBARCADERO & DON CHEE WY,THE EMBARCADERO,DON CHEE WY,,,10/4/2021 6:00:00 PM
2021,2845019,NORTH POINT ST & COLUMBUS AV,NORTH POINT ST,COLUMBUS AV,,,10/29/2021 5:00:00 PM
2021,2845026,PARKER AV & GEARY BL,PARKER AV,GEARY BL,,,10/28/2021 8:07:00 PM
2021,2845037,7TH ST & TOWNSEND ST,7TH ST,TOWNSEND ST,,,10/9/2021 11:43:00 AM
2021,2845041,EDDY ST & WEBSTER ST,EDDY ST,WEBSTER ST,,,10/27/2021 11:40:00 AM
2021,2845130,SUTTER ST & FILLMORE ST,SUTTER ST,FILLMORE ST,,,10/5/2021 9:15:00 PM
2021,2845131,MARKET ST & NEW MONTGOMERY,MARKET ST,NEW MONTGOMERY,,,10/8/2021 4:00:00 PM
2021,2845877,MCALLISTER ST & GOUGH ST,MCALLISTER ST,GOUGH ST,,,11/27/2021 7:50:00 PM
2021,2845883,17TH ST & ALBION ST,17TH ST,ALBION ST,,,11/23/2021 7:46:00 PM
2021,2847436,BAY SHORE BL & SILVER AV,BAY SHORE BL,SILVER AV,,,10/29/2021 8:37:00 AM
2021,2848310,POINT LOBOS AV & POINT LOBOS AV 1090,POINT LOBOS AV,POINT LOBOS AV 1090,,,11/24/2021 2:10:00 PM
2021,2848320,TWIN PEAKS BL & PANORAMA DR,TWIN PEAKS BL,PANORAMA DR,,,11/14/2021 1:14:00 PM
2021,2848570,HAIGHT ST & LAGUNA ST,HAIGHT ST,LAGUNA ST,,,11/24/2021 11:40:00 AM
2021,2849022,24TH ST & NOE ST,24TH ST,NOE ST,,,10/18/2021 3:13:00 PM
2021,2850170,EMBARCADERO SOUTH & BRYANT ST,EMBARCADERO SOUTH,BRYANT ST,,,11/9/2021 8:40:00 AM
2021,2850741,POLK ST & TURK ST,POLK ST,TURK ST,,,10/14/2021 10:50:00 PM
2021,2850745,17TH ST & CHURCH ST,17TH ST,CHURCH ST,,,10/14/2021 2:02:00 PM
2021,2850746,FOLSOM ST & FREMONT ST,FOLSOM ST,FREMONT ST,,,10/14/2021 2:10:00 PM
2021,2850749,22ND ST & VALENCIA ST,22ND ST,VALENCIA ST,,,10/14/2021 7:08:00 PM
2021,2850780,17TH ST & MISSISSIPPI ST,17TH ST,MISSISSIPPI ST,,,11/9/2021 5:56:00 PM
2021,2850786,MISSION ST & MISSION ST 2230,MISSION ST,MISSION ST 2230,,,10/31/2021 1:46:00 PM
2021,2850806,16TH ST & SOUTH VAN NESS AV,16TH ST,SOUTH VAN NESS AV,,,10/22/2021 5:26:00 PM
2021,2853857,POLK ST & CALIFORNIA ST,POLK ST,CALIFORNIA ST,,,11/20/2021 7:15:00 PM
2021,2853862,DIVISION ST & SAN BRUNO AV,DIVISION ST,SAN BRUNO AV,,,11/20/2021 8:12:00 AM
2021,2853872,FOLSOM ST & 15TH ST,FOLSOM ST,15TH ST,,,11/18/2021 2:08:00 PM
2021,2853877,CHURCH ST & DUBOCE AV,CHURCH ST,DUBOCE AV,,,11/17/2021 4:26:00 PM
2021,2853882,CALIFORNIA ST & JONES ST,CALIFORNIA ST,JONES ST,,,11/1/2021 11:30:00 PM
2021,2853884,BUCHANAN ST & MAGNOLIA ST,BUCHANAN ST,MAGNOLIA ST,,,11/14/2021 6:10:00 PM
2021,2853890,CLEMENT ST & 18TH AV,CLEMENT ST,18TH AV,,,11/13/2021 5:00:00 PM
2021,2853896,9TH ST & BRANNAN ST,9TH ST,BRANNAN ST,,,11/12/2021 9:09:00 PM
2021,2853903,SOUTH VAN NESS AV & ERIE ST,SOUTH VAN NESS AV,ERIE ST,,,11/1/2021 12:12:00 AM
2021,2853905,GREEN ST & VAN NESS AV,GREEN ST,VAN NESS AV,,,11/1/2021 9:15:00 AM
2021,2853922,HOWARD ST & HAWTHORNE ST,HOWARD ST,HAWTHORNE ST,,,11/3/2021 3:42:00 PM
2021,2854033,FOLSOM ST & KAMILLE CT,FOLSOM ST,KAMILLE CT,,,11/30/2021 8:07:00 AM
2021,2854338,19TH AV & NORIEGA ST,19TH AV,NORIEGA ST,,,11/10/2021 3:10:00 PM
2021,2854347,FOLSOM ST & PRECITA AV,FOLSOM ST,PRECITA AV,,,11/4/2021 8:20:00 AM
2021,2854359,OFARRELL ST & POLK ST,OFARRELL ST,POLK ST,,,11/7/2021 6:47:00 PM
2021,2854360,PARK PRESIDIO BL & FULTON ST,PARK PRESIDIO BL,FULTON ST,,,11/7/2021 3:30:00 PM
2021,2854361,SOUTH VAN NESS AV & ERIE ST,SOUTH VAN NESS AV,ERIE ST,,,11/7/2021 3:50:00 PM
2021,2854367,STANYAN ST & OAK ST,STANYAN ST,OAK ST,,,11/5/2021 7:54:00 PM
2021,2854374,SAN JOSE AV & GENEVA AV,SAN JOSE AV,GENEVA AV,,,11/28/2021 10:43:00 AM
2021,2854456,MARKET ST & LAGUNA ST,MARKET ST,LAGUNA ST,,,11/6/2021 5:44:00 PM
2021,2854466,CALIFORNIA ST & FUNSTON,CALIFORNIA ST,FUNSTON,,,11/11/2021 3:46:00 PM
2021,2854467,CLIPPER ST & DIAMOND ST,CLIPPER ST,DIAMOND ST,,,11/29/2021 8:13:00 AM
2021,2856659,LOMBARD ST & DIVISADERO ST,LOMBARD ST,DIVISADERO ST,,,11/5/2021 12:27:00 PM
2021,2857336,VAN NESS AV & FELL ST,VAN NESS AV,FELL ST,,,12/24/2021 4:39:00 PM
2021,2858061,WEBSTER & GROVE ST,WEBSTER,GROVE ST,,,12/15/2021 1:35:00 PM
2021,2858064,POTRERO AV & 25TH ST,POTRERO AV,25TH ST,,,12/20/2021 9:45:00 PM
2021,2858081,PERSIA AV & NAPLES,PERSIA AV,NAPLES      ,,,12/23/2021 2:17:00 PM
2021,2858083,3RD ST & TOWNSEND ST,3RD ST,TOWNSEND ST,,,12/3/2021 6:23:00 PM
2021,2858093,CORLAND AV & PROSPECT AV,CORLAND AV,PROSPECT AV,,,12/22/2021 6:06:00 PM
2021,2858951,VAN NESS AV & EDDY ST,VAN NESS AV,EDDY ST,,,11/12/2021 10:20:00 AM
2021,2859012,17TH ST & HARRISON ST,17TH ST,HARRISON ST,,,11/12/2021 5:45:00 PM
2021,2859014,HARRISON ST & 21ST ST,HARRISON ST,21ST ST,,,11/8/2021 4:20:00 PM
2021,2859123,25TH AV & CALIFORNIA ST,25TH AV,CALIFORNIA ST,,,11/10/2021 9:45:00 AM
2021,2859128,THE EMBARCADERO NORTH & WASHINGTON ST,THE EMBARCADERO NORTH,WASHINGTON ST,,,11/21/2021 2:08:00 PM
2021,2865266,WEBSTER ST & TURK ST,WEBSTER ST,TURK ST,,,12/14/2021 9:30:00 AM
2021,2866660,JUSTIN DR & ALEMANY BL,JUSTIN DR,ALEMANY BL,,,12/6/2021 11:00:00 AM
2021,2866688,CLAY ST & BAKER ST,CLAY ST,BAKER ST,,,12/16/2021 7:31:00 PM
2021,2866761,HAYES ST & FRANKLIN ST,HAYES ST,FRANKLIN ST,,,12/1/2021 5:09:00 PM
2021,2866777,EUGENIA AV & ELSIE,EUGENIA AV,ELSIE ,,,12/9/2021 8:30:00 AM
2021,2866782,LAUREL ST & SACRAMENTO ST,LAUREL ST,SACRAMENTO ST,,,12/17/2021 10:07:00 AM
2021,2867560,LAGUNA ST & SUTTER ST,LAGUNA ST,SUTTER ST,,,12/14/2021 10:07:00 PM
2021,2867561,3RD ST & OAKDALE AV,3RD ST,OAKDALE AV,,,12/15/2021 5:25:00 AM
2021,2867562,STEINER ST & PINE ST,STEINER ST,PINE ST,,,12/15/2021 10:30:00 PM
2021,2867568,7TH ST & HARRISON ST,7TH ST,HARRISON ST,,,12/21/2021 10:05:00 AM
2021,2867569,CHAIN OF LAKES DR & JOHN F KENNEDY DR,CHAIN OF LAKES DR,JOHN F KENNEDY DR,,,12/28/2021 3:45:00 PM
2021,2867570,CALIFORNIA ST & POLK ST,CALIFORNIA ST,POLK ST,,,12/28/2021 1:30:00 PM
2021,2867590,PALOU AV & PALOU AV  1766,PALOU AV,PALOU AV  1766,,,12/1/2021 7:47:00 AM
2021,2867593,ILLINOIS ST & 23RD ST,ILLINOIS ST,23RD ST,,,12/1/2021 8:03:00 AM
2021,2867599,GEARY ST & STOCKTON ST,GEARY ST,STOCKTON ST,,,12/1/2021 12:36:00 PM
2021,2868282,OCEAN AV & SAN JOSE AV,OCEAN AV,SAN JOSE AV,,,12/24/2021 11:48:00 AM
2021,2870787,5TH ST & FOLSOM ST,5TH ST,FOLSOM ST,,,12/3/2021 12:59:00 PM
2021,2870980,MASONIC AV & FREDERICK ST,MASONIC AV,FREDERICK ST,,,12/31/2021 2:39:00 PM
2021,2874977,7TH ST & 16TH ST,7TH ST,16TH ST,,,12/16/2021 9:38:00 AM
2021,2876021,TOWNSEND ST & 5TH ST,TOWNSEND ST,5TH ST,,,9/1/2021 2:50:00 PM
2022,1872295,US-101 N/B (GGB EAST SIDEWALK) & GOLDEN GATE BRIDGE SOUTH TOWER,US-101 N/B (GGB EAST SIDEWALK),GOLDEN GATE BRIDGE SOUTH TOWER,37.813977,-122.477754,9/20/2022 5:20:00 PM
2022,1879083,US-101 S/B & ALEXANDER AVE U/C,US-101 S/B,ALEXANDER AVE U/C,37.825564,-122.47932,9/22/2022 4:46:00 PM
2022,1917170,MISSION ST. AT 6TH ST. & 7TH ST.,MISSION ST. AT 6TH ST.,7TH ST.,37.780159,-122.409699,8/25/2022 8:51:00 AM
2022,2597972,BAYSHORE BL & SUNNYDALE AV,BAYSHORE BL,SUNNYDALE AV,,,5/14/2022 2:49:00 PM
2022,2597981,SUNSET BL & VICENTE ST,SUNSET BL,VICENTE ST,,,5/2/2022 8:00:00 AM
2022,2597982,23RD ST & NELLIE ST,23RD ST,NELLIE ST,,,5/1/2022 11:01:00 PM
2022,2597991,MISSION ST & PRECITA AV,MISSION ST,PRECITA AV,,,5/3/2022 6:12:00 PM
2022,2597993,14TH ST & S VAN NESS,14TH ST,S VAN NESS    ,,,5/4/2022 7:20:00 AM
2022,2597996,9TH ST & BRYANT ST,9TH ST,BRYANT ST,,,5/1/2022 10:16:00 PM
2022,2597999,TERRY A FRANCOIS BL & PIERPOINT LN,TERRY A FRANCOIS BL,PIERPOINT LN,,,5/18/2022 2:42:00 PM
2022,2598000,16TH ST & OWENS ST,16TH ST,OWENS ST,,,5/18/2022 12:25:00 PM
2022,2598007,CAMBRIDGE ST & SWEENY ST,CAMBRIDGE ST,SWEENY ST,,,5/20/2022 3:19:00 AM
2022,2598009,TOWNSEND ST & 47TH ST,TOWNSEND ST,47TH ST,,,5/17/2022 6:50:00 PM
2022,2598010,BERRY ST & 4TH ST,BERRY ST,4TH ST,,,5/20/2022 10:00:00 AM
2022,2598013,SAN JOSE AV & ROUSSEAU ST,SAN JOSE AV,ROUSSEAU ST,,,5/15/2022 2:07:00 PM
2022,2598019,HOWARD ST & 5TH ST,HOWARD ST,5TH ST,,,5/7/2022 12:33:00 AM
2022,2598027,HARRISON ST & TREAT AV,HARRISON ST,TREAT AV,,,5/14/2022 6:29:00 PM
2022,2600719,CAYUGA AV & SANTA ROSA AV,CAYUGA AV,SANTA ROSA AV,,,5/27/2022 4:46:00 PM
2022,2600720,SOUTH VAN NESS & CESAR CHAVEZ,SOUTH VAN NESS,CESAR CHAVEZ,,,5/27/2022 6:26:00 PM
2022,2600734,8TH AV & FULTON,8TH AV,FULTON,,,5/11/2022 11:45:00 AM
2022,2600736,3RD ST & LECONTE AV,3RD ST,LECONTE AV,,,5/20/2022 12:50:00 PM
2022,2600737,FOLSOM ST & HARRIET ST,FOLSOM ST,HARRIET ST,,,5/21/2022 9:17:00 AM
2022,2600742,MARKET ST & OCTAVIA ST,MARKET ST,OCTAVIA ST,,,5/19/2022 9:58:00 AM
2022,2600748,MISSION ST & ADMIRAL AV,MISSION ST,ADMIRAL AV,,,5/11/2022 10:14:00 PM
2022,2600757,ILLINOIS ST & HUMBOLDT ST,ILLINOIS ST,HUMBOLDT ST,,,5/20/2022 5:08:00 PM
2022,2600758,17TH ST & POTRERO AV,17TH ST,POTRERO AV,,,5/19/2022 9:20:00 AM
2022,2600759,VICTORIA ST & GARFIELD ST,VICTORIA ST,GARFIELD ST,,,5/22/2022 1:05:00 PM
2022,2600762,HAYES ST & BRODERICK ST,HAYES ST,BRODERICK ST,,,5/12/2022 4:11:00 PM
2022,2600763,17TH ST & VERMONT ST,17TH ST,VERMONT ST,,,5/28/2022 9:07:00 PM
2022,2600765,OCEAN AV & CLEARFIELD DR,OCEAN AV,CLEARFIELD DR,,,5/27/2022 3:15:00 PM
2022,2601224,SLOAT BL & 42ND AV,SLOAT BL,42ND AV,,,1/21/2022 5:50:00 PM
2022,2601271,MARKET ST & VAN NESS AV,MARKET ST,VAN NESS AV,,,1/24/2022 5:00:00 PM
2022,2601276,MARKET ST & BATTERY ST,MARKET ST,BATTERY ST,,,1/22/2022 2:55:00 PM
2022,2601363,SKYLINE BL & LAKE MERCED BL,SKYLINE BL,LAKE MERCED BL,,,1/26/2022 2:00:00 PM
2022,2601366,CORTLAND AV & ELSIE ST,CORTLAND AV,ELSIE ST,,,1/12/2022 2:11:00 PM
2022,2601371,CARROLL AV & 3RD ST,CARROLL AV,3RD ST,,,1/17/2022 6:59:00 PM
2022,2603554,CESAR CHAVEZ ST & FOLSOM ST,CESAR CHAVEZ ST,FOLSOM ST,,,1/19/2022 3:33:00 PM
2022,2605106,MARKET ST & SOUTH VAN NESS,MARKET ST ,SOUTH VAN NESS,,,1/15/2022 6:15:00 PM
2022,2605107,PINE ST & MONTGOMERY ST,PINE ST,MONTGOMERY ST,,,1/26/2022 4:22:00 AM
2022,2605148,VALENCIA ST & 16TH ST,VALENCIA ST,16TH ST,,,2/16/2022 3:23:00 PM
2022,2605160,EDDY ST & HYDE ST,EDDY ST,HYDE ST,,,2/20/2022 10:42:00 AM
2022,2605438,MISSION ST & 8TH ST,MISSION ST,8TH ST,,,2/14/2022 8:52:00 AM
2022,2605440,GEARY BL & 10TH AV,GEARY BL,10TH AV,,,2/14/2022 10:33:00 AM
2022,2605449,LINCOLN WY & 5TH AV,LINCOLN WY,5TH AV,,,2/11/2022 4:30:00 PM
2022,2605463,TOWNSEND ST & 4TH ST,TOWNSEND ST,4TH ST,,,2/16/2022 2:40:00 PM
2022,2605960,MARKET ST & 5TH ST,MARKET ST,5TH ST,,,1/6/2022 12:50:00 PM
2022,2605968,ALEMANY BL & SENECA AV,ALEMANY BL,SENECA AV,,,1/18/2022 5:03:00 PM
