Year,CollisionId,Address,PrimaryRoad,SecondaryRoad,Latitude,Longitude,CrashDateTime
2022,2606021,3RD ST & MISSION ST,3RD ST,MISSION ST,,,1/15/2022 8:31:00 PM
2022,2606376,BRUNSWICK ST & OLIVER ST,BRUNSWICK ST,OLIVER ST,,,1/8/2022 10:18:00 AM
2022,2606842,HARRISON ST & 24TH ST,HARRISON ST,24TH ST,,,1/7/2022 2:24:00 PM
2022,2609441,NEW MONTGOMERY ST & MISSION ST,NEW MONTGOMERY ST,MISSION ST,,,1/27/2022 1:21:00 PM
2022,2609782,OCEAN AV & 20TH AV,OCEAN AV,20TH AV,,,2/16/2022 4:16:00 PM
2022,2609789,IOWA ST & 23RD ST,IOWA ST,23RD ST,,,2/24/2022 12:46:00 PM
2022,2609796,MISSION ST & LEO ST,MISSION ST,LEO ST,,,2/5/2022 2:48:00 PM
2022,2609797,TWIN PEAKS BL & PANORAMA DR,TWIN PEAKS BL,PANORAMA DR,,,2/4/2022 6:18:00 PM
2022,2609802,NEW MONTGOMERY ST & JESSIE ST,NEW MONTGOMERY ST,JESSIE ST,,,2/12/2022 2:47:00 AM
2022,2609816,VALENCIA ST & CESAR CHAVEZ ST,VALENCIA ST,CESAR CHAVEZ ST,,,2/11/2022 5:18:00 PM
2022,2609826,3RD ST & 24TH ST,3RD ST,24TH ST,,,2/3/2022 5:33:00 PM
2022,2609847,DOLORES ST & CHULA LN,DOLORES ST,CHULA LN,,,1/22/2022 4:37:00 PM
2022,2609851,16TH ST & SAN BRUNO AV,16TH ST,SAN BRUNO AV,,,1/28/2022 4:50:00 PM
2022,2609854,MARINA BL & FILLMORE ST,MARINA BL,FILLMORE ST,,,1/25/2022 3:48:00 PM
2022,2609856,17TH ST & ARKANSAS ST,17TH ST,ARKANSAS ST,,,1/25/2022 5:27:00 PM
2022,2609877,INDIANA ST & 23RD ST,INDIANA ST,23RD ST,,,1/29/2022 9:28:00 PM
2022,2609884,5TH ST & FOLSOM ST,5TH ST,FOLSOM ST,,,1/31/2022 6:18:00 PM
2022,2609885,POTRERO AV & 23RD ST,POTRERO AV,23RD ST,,,1/31/2022 12:34:00 AM
2022,2612948,SKYLINE BL & GREAT HWY,SKYLINE BL,GREAT HWY,,,1/29/2022 2:40:00 PM
2022,2614941,24TH AV & 24TH AV 2610,24TH AV,24TH AV 2610,,,2/5/2022 9:41:00 AM
2022,2615675,MISSION ST & CORTLAND AV,MISSION ST,CORTLAND AV,,,2/7/2022 12:23:00 PM
2022,2615687,3RD ST & FAIRFAX AV,3RD ST,FAIRFAX AV,,,2/22/2022 12:11:00 PM
2022,2619360,HARRISON ST & 16TH ST,HARRISON ST,16TH ST,,,4/20/2022 5:10:00 PM
2022,2619441,BAYSHORE AV & INDUSTRIAL AV,BAYSHORE AV,INDUSTRIAL AV,,,4/21/2022 12:30:00 PM
2022,2619442,HARRISON ST & 16TH ST,HARRISON ST,16TH ST,,,4/21/2022 11:20:00 AM
2022,2621820,FULTON ST & WEBSTER ST,FULTON ST,WEBSTER ST,,,3/25/2022 6:25:00 PM
2022,2621822,11TH ST & NATOMA ST,11TH ST,NATOMA ST,,,3/23/2022 6:16:00 AM
2022,2621824,HARRISON ST & 7TH ST,HARRISON ST,7TH ST,,,3/22/2022 5:28:00 PM
2022,2621834,LAKEVIEW AV & MAJESTIC AV,LAKEVIEW AV,MAJESTIC AV,,,3/15/2022 7:56:00 AM
2022,2621840,POST ST & DIVISADERO ST,POST ST,DIVISADERO ST,,,3/10/2022 3:26:00 PM
2022,2621849,SLOAT BL & ZOO RD,SLOAT BL,ZOO RD,,,3/5/2022 2:45:00 PM
2022,2623422,STEINER ST & CALIFORNIA ST,STEINER ST,CALIFORNIA ST,,,3/11/2022 6:16:00 PM
2022,2623423,BAYSHORE BL & SILVER AV,BAYSHORE BL,SILVER AV,,,3/6/2022 1:47:00 PM
2022,2623868,23RD ST & HARRISON ST,23RD ST,HARRISON ST,,,2/23/2022 9:40:00 AM
2022,2623869,22ND ST & TREAT AV,22ND ST,TREAT AV,,,2/1/2022 6:35:00 AM
2022,2624501,ALEMANY BL & SICKLES AV,ALEMANY BL,SICKLES AV,,,2/27/2022 7:39:00 AM
2022,2626913,3RD ST & FAIRFAX AV,3RD ST,FAIRFAX AV,,,2/11/2022 12:41:00 AM
2022,2626914,WEBSTER ST & FULTON ST,WEBSTER ST,FULTON ST,,,2/3/2022 5:30:00 PM
2022,2626923,MARKET ST & MCALLISTER ST,MARKET ST,MCALLISTER ST,,,2/25/2022 1:27:00 PM
2022,2626965,OCTAVIA ST & PAGE ST,OCTAVIA ST,PAGE ST,,,3/4/2022 9:28:00 AM
2022,2626969,SHERMAN ST & HARRISON ST,SHERMAN ST,HARRISON ST,,,3/1/2022 9:00:00 AM
2022,2626984,MARTIN LUTHER KING & 7TH AV,MARTIN LUTHER KING,7TH AV,,,3/8/2022 4:49:00 PM
2022,2626987,MCALLISTER ST & CHARLES J BRENHAM PL,MCALLISTER ST,CHARLES J BRENHAM PL,,,3/8/2022 5:28:00 PM
2022,2628250,STOCKTON ST & SUTTER ST,STOCKTON ST,SUTTER ST,,,8/1/2022 8:52:00 PM
2022,2629064,GUERRERO ST & DUBOCE AV,GUERRERO ST,DUBOCE AV,,,3/20/2022 10:50:00 AM
2022,2629065,3RD ST & YOSEMITE AV,3RD ST,YOSEMITE AV,,,3/22/2022 11:55:00 PM
2022,2629072,MASON ST & EDDY ST,MASON ST,EDDY ST,,,3/16/2022 6:25:00 PM
2022,2629073,16TH ST & 4TH ST,16TH ST,4TH ST,,,3/3/2022 7:30:00 AM
2022,2629077,POWELL ST & PACIFIC AV,POWELL ST,PACIFIC AV,,,3/16/2022 12:34:00 PM
2022,2629078,VALENCIA ST & 19TH ST,VALENCIA ST,19TH ST,,,3/15/2022 12:40:00 PM
2022,2629091,IRVING ST & 9TH AV,IRVING ST,9TH AV,,,3/23/2022 6:08:00 AM
2022,2629092,15TH ST & DOLORES ST,15TH ST,DOLORES ST,,,3/14/2022 8:23:00 AM
2022,2629280,MARKET ST & OCTAVIA ST,MARKET ST,OCTAVIA ST,,,2/15/2022 8:58:00 AM
2022,2629832,16TH ST & ALBION ST,16TH ST,ALBION ST,,,3/10/2022 5:10:00 PM
2022,2629833,15TH ST & MISSION ST,15TH ST,MISSION ST,,,3/11/2022 7:31:00 PM
2022,2629834,MISSION ST & 18TH ST,MISSION ST,18TH ST,,,3/11/2022 5:00:00 PM
2022,2629840,OFARRELL ST & HYDE ST,OFARRELL ST,HYDE ST,,,3/13/2022 5:24:00 PM
2022,2629841,CESAR CHAVEZ ST & SHOTWELL,CESAR CHAVEZ ST,SHOTWELL  ,,,3/10/2022 1:47:00 PM
2022,2631338,INGALLS ST & CARROLL AV,INGALLS ST,CARROLL AV,,,4/6/2022 6:16:00 AM
2022,2631561,BOSWORTH ST & DIAMOND ST,BOSWORTH ST,DIAMOND ST,,,4/12/2022 2:23:00 PM
2022,2631571,10TH ST & HARRISON ST,10TH ST,HARRISON ST,,,4/3/2022 1:36:00 AM
2022,2631572,VAN NESS AV & VAN NESS AV 601,VAN NESS AV,VAN NESS AV 601,,,4/13/2022 9:17:00 PM
2022,2631576,THE EMBARCADERO SOUTH & TOWNSEND ST,THE EMBARCADERO SOUTH,TOWNSEND ST,,,4/17/2022 6:31:00 PM
2022,2631577,6TH ST & FOLSOM ST,6TH ST,FOLSOM ST,,,4/17/2022 1:42:00 AM
2022,2631578,THE EMBARCADERO & HARRISON ST,THE EMBARCADERO,HARRISON ST,,,4/16/2022 5:44:00 PM
2022,2631581,MADDUX AV & QUINT ST,MADDUX AV,QUINT ST,,,4/16/2022 12:30:00 PM
2022,2631583,35TH ST & NORIEGA ST,35TH ST,NORIEGA ST,,,4/9/2022 12:00:00 AM
2022,2631587,LARKIN ST & POST ST,LARKIN ST,POST ST,,,4/7/2022 2:40:00 AM
2022,2631858,MISSION ST & VALENCIA ST,MISSION ST,VALENCIA ST,,,4/22/2022 7:50:00 PM
2022,2631864,SANSOME ST & CALIFORNIA ST,SANSOME ST,CALIFORNIA ST,,,4/24/2022 7:02:00 AM
2022,2631867,EUGENIA AV & BONVIEW ST,EUGENIA AV,BONVIEW ST,,,4/23/2022 12:49:00 PM
2022,2631868,NEW MONTGOMERY ST & JESSIE ST,NEW MONTGOMERY ST,JESSIE ST,,,4/22/2022 3:37:00 PM
2022,2631872,SOUTH VAN NESS & MISSION ST,SOUTH VAN NESS,MISSION ST,,,4/7/2022 9:04:00 PM
2022,2631882,EMBARCADERO NORTH & GRANT AV,EMBARCADERO NORTH,GRANT AV,,,4/7/2022 2:45:00 PM
2022,2632485,FILLMORE ST & MARINA BL,FILLMORE ST,MARINA BL,,,4/9/2022 9:57:00 AM
2022,2635047,04TH ST & HOWARD ST,04TH ST,HOWARD ST,,,4/25/2022 3:43:00 PM
2022,2635051,VAN NESS AV & TURK ST,VAN NESS AV,TURK ST,,,4/26/2022 8:23:00 AM
2022,2635164,POWELL ST & OFARRELL ST,POWELL ST,OFARRELL ST,,,4/2/2022 5:20:00 PM
2022,2635848,MARKET ST & MASON ST,MARKET ST,MASON ST,,,4/9/2022 9:40:00 PM
2022,2635866,VALENCIA ST & 18TH ST,VALENCIA ST,18TH ST,,,4/18/2022 1:00:00 AM
2022,2635870,YORK ST & CESAR CHAVEZ ST,YORK ST,CESAR CHAVEZ ST,,,4/13/2022 8:15:00 AM
2022,2637402,POINT LOBOS AV & POINT LOBOS AV 1090,POINT LOBOS AV,POINT LOBOS AV 1090,37.46431,-122.30496,3/24/2022 1:24:00 PM
2022,2639286,MARKET ST & MCALLISTER ST,MARKET ST,MCALLISTER ST,,,1/25/2022 4:40:00 PM
2022,2639778,THE EMBARCADERO & BROADWAY,THE EMBARCADERO,BROADWAY,,,4/28/2022 4:30:00 PM
2022,2639780,6TH ST & TEHAMA ST,6TH ST,TEHAMA ST,,,4/29/2022 8:55:00 AM
2022,2639788,8TH ST & HARRISON ST,8TH ST,HARRISON ST,,,4/18/2022 11:15:00 PM
2022,2639790,16TH ST & POTRERO AV,16TH ST,POTRERO AV,,,4/27/2022 9:01:00 AM
2022,2639826,OSHAUGHNESSY BL & PORTOLA DR,OSHAUGHNESSY BL,PORTOLA DR,,,5/4/2022 3:24:00 PM
2022,2639831,LOMBARD ST & COLUMBUS AV,LOMBARD ST,COLUMBUS AV,,,5/6/2022 12:05:00 PM
2022,2639846,BAY ST & COLUMBUS AV,BAY ST,COLUMBUS AV,,,4/19/2022 8:50:00 PM
2022,2639850,BALBOA ST & 17TH AV,BALBOA ST,17TH AV,,,4/8/2022 8:17:00 PM
2022,2639851,POLK ST & ELLIS ST,POLK ST,ELLIS ST,,,4/7/2022 10:03:00 PM
2022,2639863,2ND ST & CLEMENTINA ST,2ND ST,CLEMENTINA ST,,,4/8/2022 10:14:00 AM
2022,2643385,TAYLOR ST & TURK ST,TAYLOR ST,TURK ST,,,5/8/2022 9:55:00 PM
2022,2645472,15TH ST & MISSION ST,15TH ST,MISSION ST,,,5/10/2022 12:50:00 PM
2022,2645478,THE EMBARCADERO & THE EMBARCADERO 675,THE EMBARCADERO,THE EMBARCADERO 675,,,5/27/2022 7:25:00 AM
2022,2645989,GOUGH ST & PAGE ST,GOUGH ST,PAGE ST,,,5/17/2022 7:36:00 AM
2022,2646065,MARKET ST & HYDE ST,MARKET ST,HYDE ST,,,6/24/2022 10:35:00 PM
2022,2646068,HOWARD ST & WASHBURN ST,HOWARD ST,WASHBURN ST,,,6/28/2022 4:26:00 PM
2022,2646080,MISSION ST & 25TH ST,MISSION ST,25TH ST,,,6/11/2022 7:45:00 AM
2022,2646081,POLK ST & OFARRELL ST,POLK ST,OFARRELL ST,,,6/10/2022 10:09:00 PM
2022,2646093,VALENCIA ST & 18TH ST,VALENCIA ST,18TH ST,,,6/22/2022 9:02:00 AM
2022,2646097,14TH ST & GUERRERO ST,14TH ST,GUERRERO ST,,,6/25/2022 9:50:00 AM
2022,2646104,MARINA BL & LYON ST,MARINA BL,LYON ST,,,6/18/2022 4:00:00 PM
2022,2646111,HOWARD ST & HAWTHORNE ST,HOWARD ST,HAWTHORNE ST,,,6/22/2022 6:18:00 PM
2022,2646114,THE EMBARCADERO NORTH & BAY ST,THE EMBARCADERO NORTH,BAY ST,,,6/23/2022 11:45:00 PM
2022,2646119,NORTH POINT ST & JONES ST,NORTH POINT ST,JONES ST,,,6/23/2022 8:02:00 AM
2022,2646129,17TH ST & FOLSOM ST,17TH ST,FOLSOM ST,,,6/23/2022 7:15:00 AM
2022,2646132,MASONIC AV & OFARRELL ST,MASONIC AV,OFARRELL ST,,,6/22/2022 9:03:00 AM
2022,2646138,SCOTT ST & FILBERT ST,SCOTT ST,FILBERT ST,,,6/11/2022 8:47:00 AM
2022,2646139,CALIFORNIA ST & FILLMORE ST,CALIFORNIA ST,FILLMORE ST,,,6/10/2022 6:13:00 PM
2022,2646165,MARKET ST & 7TH ST,MARKET ST,7TH ST,,,6/3/2022 11:00:00 PM
2022,2646196,CHARLES J BRENHAM ST & MARKET ST,CHARLES J BRENHAM ST,MARKET ST,,,6/7/2022 8:54:00 AM
2022,2646205,18TH ST & 18TH ST 3573,18TH ST,18TH ST 3573,,,6/8/2022 1:37:00 PM
2022,2646291,COLOMBUS AV & NORTH POINT ST,COLOMBUS AV,NORTH POINT ST,,,4/20/2022 2:55:00 PM
2022,2646292,ALEMANY BL & SAINT CHARLES AV,ALEMANY BL,SAINT CHARLES AV,,,4/19/2022 1:00:00 PM
2022,2646309,MISSION ST & 9TH ST,MISSION ST,9TH ST,,,5/29/2022 10:16:00 AM
2022,2650644,FOLSOM ST & 18TH ST,FOLSOM ST,18TH ST,,,5/29/2022 9:59:00 PM
2022,2650650,MARKET ST & GUERRERO ST,MARKET ST,GUERRERO ST,,,5/27/2022 1:40:00 PM
2022,2650651,KING ST & 2ND ST,KING ST,2ND ST,,,5/21/2022 12:54:00 PM
2022,2650652,24TH ST & CAPP ST,24TH ST,CAPP ST,,,5/26/2022 8:30:00 PM
2022,2650960,POTRERO AV & 21ST ST,POTRERO AV,21ST ST,,,3/18/2022 2:09:00 PM
2022,2651618,HAIGHT ST & FILLMORE ST,HAIGHT ST,FILLMORE ST,,,1/24/2022 3:55:00 PM
2022,2651620,JOHN F KENNEDY DR & 47TH AV,JOHN F KENNEDY DR,47TH AV,,,1/18/2022 6:20:00 PM
2022,2658260,CHURCH ST & HILL ST,CHURCH ST,HILL ST,,,6/16/2022 10:38:00 AM
2022,2658345,KIRKHAM ST & 10TH AV,KIRKHAM ST,10TH AV,,,6/15/2022 6:59:00 PM
2022,2658492,EDDY ST & FRANKLIN ST,EDDY ST,FRANKLIN ST,,,3/5/2022 6:53:00 PM
2022,2658494,GEARY ST & HYDE ST,GEARY ST,HYDE ST,,,4/4/2022 4:08:00 PM
2022,2658495,CHAIN OF LAKES E & CHAIN OF LAKES,CHAIN OF LAKES E ,CHAIN OF LAKES ,,,3/17/2022 10:50:00 AM
2022,2664479,7TH ST & MARKET ST,7TH ST,MARKET ST,,,4/7/2022 3:18:00 PM
2022,2664480,OCTAVIA ST & PAGE ST,OCTAVIA ST,PAGE ST,,,4/13/2022 6:10:00 AM
2022,2664534,NORTH POINT ST & POWELL ST,NORTH POINT ST,POWELL ST,,,7/2/2022 9:43:00 AM
2022,2666683,16TH ST & S VAN NESS AV,16TH ST,S VAN NESS AV,,,7/8/2022 10:20:00 PM
2022,2666820,HARRISON ST & 1ST ST,HARRISON ST,1ST ST,,,7/12/2022 4:55:00 PM
2022,2666866,ANZA ST & 17TH AV,ANZA ST,17TH AV,,,7/20/2022 10:06:00 AM
2022,2666880,HARRISON ST & 16TH ST,HARRISON ST,16TH ST,,,7/11/2022 9:47:00 PM
2022,2666887,CAPP ST & 19TH ST,CAPP ST,19TH ST,,,7/11/2022 5:12:00 PM
2022,2666888,DOLORES ST & 19TH ST,DOLORES ST,19TH ST,,,7/9/2022 6:46:00 PM
2022,2666895,EMBARCADERO & HOBART ST,EMBARCADERO,HOBART ST,,,7/10/2022 4:30:00 PM
2022,2666899,17TH ST & CHURCH ST,17TH ST,CHURCH ST,,,7/22/2022 7:20:00 PM
2022,2666900,2ND ST & TEHAMA ST,2ND ST,TEHAMA ST,,,7/23/2022 4:13:00 PM
2022,2666903,ALABAMA ST & 26TH ST,ALABAMA ST,26TH ST,,,7/22/2022 7:32:00 PM
2022,2666908,2ND ST & KING ST,2ND ST,KING ST,,,7/20/2022 4:53:00 PM
2022,2666910,BRANNAN ST & 5TH ST,BRANNAN ST,5TH ST,,,7/19/2022 7:14:00 PM
2022,2667251,CLAY ST & MAPLE ST,CLAY ST,MAPLE ST,,,4/5/2022 12:50:00 PM
2022,2667267,MISSION ST & ERIE ST,MISSION ST,ERIE ST,,,2/12/2022 6:25:00 PM
2022,2668679,18TH ST & CASTRO ST,18TH ST,CASTRO ST,,,7/16/2022 9:50:00 AM
2022,2668758,11TH ST & HARRISON ST,11TH ST,HARRISON ST,,,7/14/2022 11:54:00 PM
2022,2668761,MARKET ST & 1ST ST,MARKET ST,1ST ST,,,5/13/2022 8:23:00 AM
2022,2668768,BALBOA ST & GREAT HWY,BALBOA ST,GREAT HWY,,,6/30/2022 2:00:00 PM
2022,2668770,ANZA ST & 23RD AV,ANZA ST,23RD AV,,,6/30/2022 1:24:00 AM
2022,2668801,NEW MONTGOMERY ST & MISSION ST,NEW MONTGOMERY ST,MISSION ST,,,7/15/2022 4:29:00 PM
2022,2668810,OCEAN AV & KEYSTONE WY,OCEAN AV,KEYSTONE WY,,,7/4/2022 11:00:00 AM
2022,2668812,7TH AV & LAWTON ST,7TH AV,LAWTON ST,,,7/5/2022 3:02:00 PM
2022,2673324,HOLLOWAY AV & TAPIA DR,HOLLOWAY AV,TAPIA DR,37.72102,-122.48134,6/14/2022 9:00:00 AM
2022,2678590,VAN NESS AV & FILBERT ST,VAN NESS AV,FILBERT ST,,,1/12/2022 4:17:00 PM
2022,2685816,MARKET ST & 4TH ST,MARKET ST,4TH ST,,,6/10/2022 2:25:00 PM
2022,2685835,BRANNAN & BOARDMAN PL,BRANNAN,BOARDMAN PL,,,3/9/2022 1:34:00 PM
2022,2685846,CABRILLO ST & 4TH AV,CABRILLO ST,4TH AV,,,8/22/2022 1:40:00 PM
2022,2685871,MARKET ST & MCALLISTER ST,MARKET ST,MCALLISTER ST,,,6/13/2022 8:20:00 PM
2022,2685886,VAN NESS AV & MCALLISTER ST,VAN NESS AV,MCALLISTER ST,,,8/22/2022 8:37:00 AM
2022,2686365,FOLSOM ST & 14TH ST,FOLSOM ST,14TH ST,,,8/14/2022 9:09:00 AM
2022,2686417,HARRISON & 16TH,HARRISON,16TH,,,8/17/2022 3:24:00 PM
2022,2686419,FULTON ST & DIVISADERO ST,FULTON ST,DIVISADERO ST,,,8/5/2022 10:30:00 PM
2022,2686422,FELL ST & DIVISADERO ST,FELL ST,DIVISADERO ST,,,8/18/2022 1:37:00 PM
2022,2686430,3RD ST & LA SALLE AV,3RD ST,LA SALLE AV,,,8/18/2022 5:39:00 PM
2022,2686431,FULTON ST & FILLMORE ST,FULTON ST,FILLMORE ST,,,8/18/2022 8:40:00 AM
2022,2686432,ACTON ST & MISSION ST,ACTON ST,MISSION ST,,,8/5/2022 2:40:00 PM
2022,2686433,CLAY ST & PRESIDIO AVE,CLAY ST,PRESIDIO AVE,,,8/7/2022 10:18:00 PM
2022,2686442,THE EMBARCADERO & LOMBARD,THE EMBARCADERO,LOMBARD,,,8/22/2022 10:13:00 AM
2022,2686449,LARKIN ST & GROVE ST,LARKIN ST,GROVE ST,,,8/5/2022 4:18:00 PM
2022,2686461,NATOMA ST & 7TH ST,NATOMA ST,7TH ST,,,8/16/2022 1:14:00 PM
2022,2686466,EDDY ST & FILLMORE ST,EDDY ST,FILLMORE ST,,,8/7/2022 1:55:00 PM
2022,2686468,CLAY ST & LYON ST,CLAY ST,LYON ST,,,8/5/2022 4:28:00 PM
2022,2686474,EDDY ST & HYDE ST,EDDY ST,HYDE ST,,,8/8/2022 1:50:00 PM
2022,2686477,MARKET ST & 5TH ST,MARKET ST,5TH ST,,,8/9/2022 6:30:00 PM
2022,2686482,OSHAUGHNESSY BL & OSHAUGHNESSY BL 8415,OSHAUGHNESSY BL,OSHAUGHNESSY BL 8415,,,8/12/2022 9:55:00 PM
2022,2686483,AMADOR ST & ILLINOIS ST,AMADOR ST,ILLINOIS ST,,,8/11/2022 9:20:00 PM
2022,2686487,KEARNY ST & VER MEHR PL,KEARNY ST,VER MEHR PL,,,8/15/2022 8:49:00 AM
2022,2686488,17TH ST & BRYAN ST,17TH ST,BRYAN ST,,,8/11/2022 9:12:00 PM
2022,2686489,MASONIC AV & GOLDEN GATE AV,MASONIC AV,GOLDEN GATE AV,,,8/12/2022 3:59:00 PM
2022,2686490,MISSION ST & 15TH ST,MISSION ST,15TH ST,,,8/11/2022 5:45:00 PM
2022,2686512,WEBSTER ST & HAYES ST,WEBSTER ST,HAYES ST,,,7/31/2022 7:44:00 PM
2022,2686529,MCALLISTER ST & FRANKLIN ST,MCALLISTER ST,FRANKLIN ST,,,7/28/2022 11:53:00 PM
2022,2686556,THE EMBARCADERO & BROADWAY,THE EMBARCADERO,BROADWAY,,,8/28/2022 4:41:00 PM
2022,2686562,GUERRERO ST & 19TH ST,GUERRERO ST,19TH ST,,,8/28/2022 11:45:00 AM
2022,2686564,3RD ST & KIRKWOOD AV,3RD ST,KIRKWOOD AV,,,8/20/2022 9:15:00 PM
2022,2686590,CESAR CHAVEZ ST & HARRISTON ST,CESAR CHAVEZ ST,HARRISTON ST,,,8/5/2022 8:30:00 AM
2022,2686592,POLK ST & ELLIS ST,POLK ST,ELLIS ST,,,8/24/2022 10:22:00 AM
2022,2686593,TURK ST & GOUGH ST,TURK ST,GOUGH ST,,,8/22/2022 9:48:00 PM
2022,2686596,KEZAR DR & JOHN F KENNEDY DR,KEZAR DR,JOHN F KENNEDY DR,,,8/2/2022 5:46:00 AM
2022,2686608,MISSISSIPPI ST & MARIPOSA ST,MISSISSIPPI ST,MARIPOSA ST,,,8/8/2022 8:14:00 AM
2022,2686612,WEBSTER ST & FULTON ST,WEBSTER ST,FULTON ST,,,8/9/2022 7:28:00 AM
2022,2686613,EDDY ST & VAN NESS AV,EDDY ST,VAN NESS AV,,,8/4/2022 9:58:00 AM
2022,2686618,CHAIN OF LAKES DR E & JOHN F KENNEDY DR,CHAIN OF LAKES DR E,JOHN F KENNEDY DR,,,8/16/2022 7:19:00 AM
2022,2686625,TERRY A FRANCOIS BL & 3RD ST,TERRY A FRANCOIS BL,3RD ST,,,8/2/2022 4:24:00 PM
2022,2686682,26TH ST & FAIR OAKS ST,26TH ST,FAIR OAKS ST,,,7/10/2022 10:00:00 AM
2022,2688306,POLK ST & SUTTER ST,POLK ST,SUTTER ST,,,6/14/2022 5:48:00 PM
2022,2688384,GREAT HWY & JOHN KENNEDY DR,GREAT HWY,JOHN KENNEDY DR,,,4/7/2022 5:37:00 PM
2022,2688397,WALLER ST & FILLMORE ST,WALLER ST,FILLMORE ST,,,5/11/2022 10:36:00 AM
2022,2688678,TARAVAL ST & 41ST AV,TARAVAL ST,41ST AV,,,10/26/2022 10:10:00 PM
2022,2688682,OAK ST & SHRADER ST,OAK ST,SHRADER ST,,,10/18/2022 9:30:00 PM
2022,2688717,SANTA CLARA AV & SAINT FRANCIS BL,SANTA CLARA AV,SAINT FRANCIS BL,,,10/27/2022 7:20:00 AM
2022,2688843,GOLDEN GATE AV & MASONIC AV,GOLDEN GATE AV,MASONIC AV,,,9/30/2022 8:20:00 AM
2022,2688846,CALIFORNIA ST & GRANT AV,CALIFORNIA ST,GRANT AV,,,9/30/2022 4:48:00 AM
2022,2688848,MARKET ST & SUTTER,MARKET ST,SUTTER,,,9/30/2022 9:15:00 PM
2022,2688850,MISSION ST & 25TH ST,MISSION ST,25TH ST,,,9/30/2022 5:46:00 PM
2022,2688853,FOLSOM ST & 24TH ST,FOLSOM ST,24TH ST,,,9/30/2022 5:53:00 PM
2022,2688857,15TH ST & ALBION ST,15TH ST,ALBION ST,,,9/30/2022 1:05:00 PM
2022,2688865,POTRERO AV & 17TH ST,POTRERO AV,17TH ST,,,10/21/2022 7:04:00 PM
2022,2688867,SCOTT ST & MARINA BL,SCOTT ST,MARINA BL,,,10/12/2022 7:15:00 PM
2022,2688869,23RD AV & LINCOLN WY,23RD AV,LINCOLN WY,,,10/24/2022 3:40:00 PM
2022,2688870,CHESTNUT ST & MONTGOMERY ST,CHESTNUT ST,MONTGOMERY ST,,,10/17/2022 11:30:00 AM
2022,2688872,POLK ST & HEMLOCK ST,POLK ST,HEMLOCK ST,,,10/23/2022 6:18:00 PM
2022,2688873,POLK ST & HAYES ST,POLK ST,HAYES ST,,,10/21/2022 12:07:00 PM
2022,2688883,17TH ST & CAPP ST,17TH ST,CAPP ST,,,10/16/2022 10:41:00 PM
2022,2688886,MISSION ST & TRUMBULL ST,MISSION ST,TRUMBULL ST,,,10/16/2022 5:08:00 PM
2022,2688889,MISSION ST & AMAZON AV,MISSION ST,AMAZON AV,,,10/18/2022 12:08:00 PM
2022,2688890,OAK ST & CENTRAL AV,OAK ST,CENTRAL AV,,,10/18/2022 6:15:00 AM
2022,2688978,10TH ST & BRYANT ST,10TH ST,BRYANT ST,,,10/10/2022 4:28:00 PM
2022,2688986,SANTIAGO ST & 19TH AV,SANTIAGO ST,19TH AV,,,10/17/2022 7:23:00 AM
2022,2689006,TURK ST & VAN NESS AV,TURK ST,VAN NESS AV,,,10/10/2022 4:02:00 PM
2022,2689009,CLINTON PARK & VALENCIA ST,CLINTON PARK,VALENCIA ST,,,10/5/2022 9:37:00 AM
2022,2689017,3RD ST & TOWNSEND ST,3RD ST,TOWNSEND ST,,,10/14/2022 6:04:00 PM
2022,2689021,14TH ST & VALENCIA ST,14TH ST,VALENCIA ST,,,10/24/2022 9:02:00 AM
2022,2689082,EDDY ST & POLK ST,EDDY ST,POLK ST,,,10/15/2022 5:22:00 PM
2022,2689087,MENDELL & EVANS AV,MENDELL ,EVANS AV,,,10/14/2022 6:12:00 PM
2022,2689088,MCALLISTER ST & GOUGH ST,MCALLISTER ST,GOUGH ST,,,10/3/2022 5:52:00 PM
2022,2689093,CABRILLO ST & 41ST AV,CABRILLO ST,41ST AV,,,10/1/2022 2:27:00 PM
2022,2689098,FULTON ST & OCTAVIA ST,FULTON ST,OCTAVIA ST,,,10/4/2022 3:42:00 PM
2022,2689101,THE EMBARCADERO & BAY ST,THE EMBARCADERO,BAY ST,,,10/6/2022 2:20:00 PM
2022,2689103,CLEMENT ST & 21ST AV,CLEMENT ST,21ST AV,,,10/4/2022 1:00:00 PM
2022,2689109,MCALLISTER ST & WEBSTER ST,MCALLISTER ST,WEBSTER ST,,,10/11/2022 5:45:00 PM
2022,2689237,17TH ST & CHURCH ST,17TH ST,CHURCH ST,,,9/16/2022 5:00:00 PM
2022,2689245,PIER 5 & THE EMBARCADERO NORTH,PIER 5,THE EMBARCADERO NORTH,,,6/15/2022 2:21:00 PM
2022,2689335,EMBARCADERO & MISSION ST,EMBARCADERO,MISSION ST,,,9/2/2022 9:10:00 PM
2022,2689344,LARKIN ST & CEDAR ST,LARKIN ST,CEDAR ST,,,9/12/2022 3:17:00 PM
2022,2689358,16TH ST & CAPP ST,16TH ST,CAPP ST,,,9/16/2022 4:57:00 PM
2022,2689367,SOUTH VAN NESS AV & 22ND ST,SOUTH VAN NESS AV,22ND ST,,,9/11/2022 3:00:00 PM
2022,2689374,3RD ST & NEWCOMB AV,3RD ST,NEWCOMB AV,,,9/16/2022 10:06:00 PM
